index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,id,processed_tweets,LOC,place
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537384219711119360,sometimes you have to stop and smell the roses a very beautiful sunrise at changi beach  changi http instagram compv1z6jyqqxt,,"East Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537309434574155776, when you hug babe and they smell so good ,,"Central Region, Singapore"
your,-0.11311999708414078,-0.31411999464035034,-0.19829000532627106,0.9226999878883362,0.2112800031900406,0.061744000762701035,1.6083999872207642,0.012798000127077103,-0.2923099994659424,0.07405100017786026,-0.1600400060415268,0.13514000177383423,-6.246200084686279,-0.25641998648643494,-0.9118599891662598,-0.08133900165557861,0.5399900078773499,-0.15115000307559967,0.10113999992609024,-0.2591100037097931,-0.3298099935054779,0.18163999915122986,-0.18425999581813812,1.052299976348877,-0.7775800228118896,0.5199199914932251,0.5369499921798706,0.3890399932861328,0.7397300004959106,0.20600000023841858,-0.6977800130844116,-0.37922000885009766,-0.05548499897122383,-0.35069000720977783,0.8238099813461304,0.21544000506401062,0.5409799814224243,0.5997800230979919,-0.16841000318527222,-0.019626999273896217,-0.7559300065040588,-0.0731310024857521,-0.06080999970436096,0.052418000996112823,0.8532099723815918,-0.42587000131607056,0.5489100217819214,0.02326899953186512,0.6835200190544128,0.23964999616146088,537254682263957504,your smell is still in my hand damnnnnn ,,"North Region, Singapore"
burnt,-0.49374663829803467,-0.6097971796989441,1.0520672798156738,-0.2932834327220917,-0.04103155434131622,0.10563556104898453,-0.5823855400085449,-0.2040594518184662,0.3089289963245392,0.318631649017334,-0.20546920597553253,-0.7839118242263794,-3.156593084335327,-0.24632975459098816,-0.10719301551580429,-0.24513451755046844,0.5298008322715759,-1.0804489850997925,-0.4259125292301178,-0.43596169352531433,-0.7126840353012085,0.29932767152786255,-0.06564806401729584,-0.6530967354774475,0.09826639294624329,1.1899930238723755,-1.4219334125518799,0.4740128517150879,0.26989036798477173,0.04543091356754303,-0.499437540769577,0.7780994176864624,-0.08858618885278702,-0.31873980164527893,-0.8743259906768799,0.16370543837547302,-0.9126089811325073,0.2625436782836914,0.23055674135684967,1.2100993394851685,0.7955482006072998,0.07597046345472336,-0.5508356094360352,-0.06594746559858322,0.6510802507400513,-0.4687250852584839,1.1975449323654175,0.6377366781234741,0.2479129135608673,1.0067225694656372,537237292092362752,i smell like burnt waffles and bleach yuck,,"Central Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537192844784447488,smell yuumyyy  at jo malone london  https path comp2ixkp0,,"Central Region, Singapore"
sewage,-1.1496158838272095,0.32454580068588257,-0.1668589562177658,-0.7459725141525269,0.04580655321478844,-0.2007218301296234,0.023699788376688957,-0.822891891002655,0.44352924823760986,-0.43281659483909607,0.5584843754768372,-0.33247482776641846,-1.2344577312469482,-0.15450076758861542,1.8116644620895386,-0.08054468780755997,0.729231595993042,0.045520003885030746,1.0240676403045654,-0.4380967319011688,-1.0727689266204834,-0.01628795452415943,0.20470412075519562,0.1777987778186798,-0.0687534511089325,1.2474572658538818,-0.3803003132343292,1.361222743988037,-0.6795668005943298,0.7440653443336487,0.05186021327972412,0.4204697608947754,0.018947485834360123,0.13747133314609528,-0.5751491785049438,-0.5912659764289856,-0.08172186464071274,1.4704294204711914,-0.19710634648799896,0.2613145411014557,0.828807532787323,-0.6565426588058472,-0.9356945157051086,-0.5113070011138916,0.16204895079135895,0.8174295425415039,0.29437193274497986,0.7707411050796509,0.10004443675279617,1.0130009651184082,537112472079958016,havin lunch in a sewage smell alike gutter stomach wont lao sai but my nose will lao sai ,,"Central Region, Singapore"
car,-0.570702314376831,-0.5540770292282104,-1.0203593969345093,-0.023014632984995842,-0.23237848281860352,-0.029271291568875313,0.5781950950622559,-0.05755862221121788,0.8489910960197449,-0.09382351487874985,0.45070359110832214,0.3607955873012543,-4.403287410736084,-0.041040290147066116,0.8356801271438599,1.1218912601470947,-0.37219473719596863,-0.2821986675262451,-1.4439494609832764,0.30356156826019287,-0.13306406140327454,-0.8373774886131287,0.10178292542695999,-0.5175917148590088,-0.7797272205352783,-0.16360637545585632,-1.2728055715560913,0.4046258330345154,-0.3535494804382324,0.2539600729942322,-0.7862147688865662,-0.0783994048833847,-0.40894684195518494,-0.4817078709602356,0.7741215229034424,0.9318716526031494,-0.18373054265975952,0.1413218080997467,0.5643994808197021,-0.24810169637203217,-0.4077712595462799,1.2136434316635132,-0.8935365080833435,0.05116433650255203,0.27766913175582886,-0.12725929915905,0.37889084219932556,0.4442649483680725,0.6705309152603149,0.1898552030324936,537110586425765888, the new mrt station at marina south pier has that new car smell oh wait no ,marina,"Central Region, Singapore"
me,0.13640999794006348,0.3248400092124939,-0.3606800138950348,0.44620001316070557,-0.43178001046180725,0.2114199995994568,-0.16808000206947327,-0.08402799814939499,0.0599760003387928,-1.4797999858856201,0.012574000284075737,-0.4519999921321869,-5.0229997634887695,-1.5296000242233276,-1.249500036239624,0.7729600071907043,-0.4916900098323822,-0.04443499818444252,-0.8265200257301331,-0.11552000045776367,0.9300100207328796,0.5357900261878967,0.6807900071144104,1.3280999660491943,-0.21953000128269196,-2.882999897003174,0.4446299970149994,-0.38078999519348145,-0.5835700035095215,-0.45728999376296997,-0.5646499991416931,0.3885599970817566,0.17684000730514526,-0.053502000868320465,-0.6677600145339966,-0.05035100132226944,0.11065000295639038,-0.23180000483989716,-0.5000799894332886,0.5339599847793579,-1.7288000583648682,0.15411999821662903,-0.18594999611377716,-0.19547000527381897,0.003345699980854988,-0.3207800090312958,0.809149980545044,0.9823600053787231,0.2209399938583374,-0.12155000120401382,537099375072141312,thomas just told me he brushed his teeth w colgate 20 mins ago nad he made me smell his breath ,,"East Region, Singapore"
piglet,-1.5383132696151733,-0.6292588114738464,-0.3387274742126465,1.5023925304412842,-0.8981479406356812,-0.6137937307357788,-0.07975988835096359,0.13462646305561066,-0.2262403666973114,0.25347962975502014,-0.27540963888168335,0.40811097621917725,-1.316503882408142,0.09947320073843002,-1.0560745000839233,0.7012114524841309,0.617967963218689,0.856914222240448,1.6535232067108154,-0.6735597848892212,0.6729785799980164,-0.02151990868151188,-0.5270782709121704,-0.05209262669086456,0.5031156539916992,1.11548912525177,-0.5786762237548828,-0.1766921728849411,0.4584425091743469,-1.0348683595657349,0.6559892892837524,0.2859267294406891,-0.04114903509616852,-0.8758557438850403,-1.3354566097259521,-0.3095416724681854,0.27792856097221375,-0.3105432689189911,0.8148322701454163,0.5219354629516602,-0.14799220860004425,-0.3118108808994293,0.7358303666114807,0.10868453234434128,0.6487331986427307,1.0318487882614136,0.3121306002140045,1.3383252620697021,-0.43204498291015625,0.2916180491447449,537094052932378624," why does piglet smell 

because he plays with pooh ",,"Central Region, Singapore"
kinda,0.030795475468039513,-0.04895652458071709,0.44181349873542786,-0.11266271024942398,0.04607963189482689,0.9819583892822266,1.4948548078536987,-0.19085898995399475,0.4236661493778229,0.5234375596046448,-0.4393114149570465,0.14937908947467804,-4.58686637878418,-0.741253137588501,0.029140090569853783,-0.03066084161400795,0.38571861386299133,-0.4678221344947815,-0.9078293442726135,-0.16117766499519348,0.34079262614250183,0.375198632478714,0.1665663719177246,0.1839149445295334,-0.37518125772476196,0.9879319071769714,-0.9035841226577759,0.09646753966808319,-0.5704925656318665,-0.8217667937278748,-0.5590016841888428,0.6691499352455139,0.07792514562606812,-0.5584231615066528,-0.6179072856903076,0.43505337834358215,-1.028140664100647,-0.3978123366832733,0.44363346695899963,0.536368727684021,-0.5965551733970642,0.23379585146903992,0.7691666483879089,0.29534536600112915,-0.2788163423538208,-0.2173374891281128,1.0892490148544312,-0.20517319440841675,-1.2570194005966187,0.2744501829147339,537063764109979648,ahhhh i fucking hate people with this hamis macam bau ikan kinda smell tak mandi eh bau body odour maseh boleh endure bt no hamis smell,,"North-East Region, Singapore"
lemon,-0.6427678465843201,-1.0463534593582153,0.27724429965019226,-0.06625911593437195,-0.01728152297437191,0.5643221735954285,-0.2021866887807846,-0.5874679088592529,-0.12677524983882904,-0.06275475025177002,-0.5459564924240112,-0.2771722078323364,-2.6880903244018555,-0.6365769505500793,-0.2399432212114334,0.3556470274925232,1.0602260828018188,-0.7580276727676392,1.1009610891342163,0.17196965217590332,-0.9516571760177612,-0.03346209228038788,-0.3197839856147766,-0.19924964010715485,0.3081696927547455,0.2044835239648819,0.32334795594215393,0.6104327440261841,0.07142625749111176,-0.47623252868652344,0.14526055753231049,1.4858800172805786,-0.736312747001648,-0.47641170024871826,-0.5605159401893616,0.26067474484443665,0.12597639858722687,-0.021081745624542236,0.7738810777664185,1.8212684392929077,-0.9204924702644348,-1.4218395948410034,-0.9740456938743591,-0.46388131380081177,0.6679482460021973,0.27092161774635315,-0.25409427285194397,-0.20170165598392487,-0.228272944688797,0.1593773365020752,536939914714025984,random but i honestly love the smell of lemons lemon grass and coffee so damn much ,,"North-East Region, Singapore"
it,-0.04110100120306015,0.19112999737262726,0.09549900144338608,0.0028301000129431486,0.09025900065898895,0.731909990310669,0.8512899875640869,0.22551999986171722,0.27452999353408813,0.7409200072288513,0.3416700065135956,-0.11665999889373779,-6.310100078582764,-0.20170000195503235,-0.31718000769615173,-0.05216800048947334,0.4715699851512909,-0.0602869987487793,-0.6726300120353699,-0.1098800003528595,-0.0308810006827116,0.1500300019979477,0.044828999787569046,0.7716100215911865,0.08088099956512451,0.4584600031375885,0.41312000155448914,0.3734300136566162,0.5302000045776367,-0.05388199910521507,-0.4480400085449219,0.6614199876785278,-0.03150299936532974,-0.4093100130558014,0.5275300145149231,0.3552199900150299,-0.2036300003528595,0.019589999690651894,0.12759000062942505,0.19731000065803528,-0.8081799745559692,-0.12084999680519104,0.2566800117492676,-0.0622359998524189,-0.022257000207901,-0.12613999843597412,0.02071000076830387,-0.2968499958515167,-0.3196899890899658,0.3080799877643585,536845079894167552,should i get victoria secret bodymist it smell so fking nice ,,"East Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536777675084288000, she just said omg tracy i can smell myself and i smell quite busuk youre fucking gross pic twitter comrawhsjbb9b,,"Central Region, Singapore"
uncle,-0.5002769231796265,0.7974854707717896,0.16573521494865417,-0.5749931931495667,-1.0267977714538574,-0.244401752948761,0.2283625453710556,1.2772536277770996,-0.04604068771004677,-0.24271678924560547,-0.4303338825702667,0.7167993783950806,-3.547574758529663,-0.5797135829925537,0.23245516419410706,0.6774862408638,0.13328494131565094,-0.7382351160049438,-0.7478062510490417,0.0399964302778244,-0.5648096203804016,0.6932257413864136,-0.7854422330856323,-0.48943108320236206,-0.3967115581035614,0.5602313280105591,-0.01484782062470913,-0.6121934652328491,0.35822969675064087,-0.6969070434570312,-0.22407086193561554,0.447379469871521,-0.827088475227356,0.24781522154808044,-0.9265384674072266,0.9777896404266357,0.4969291090965271,0.5613398551940918,0.40319833159446716,-0.8305708169937134,-0.09396994858980179,-0.2657352685928345,-0.02866188809275627,0.1327836513519287,-0.07164578139781952,0.5321775674819946,0.520470142364502,-0.537395179271698,0.17568840086460114,-0.16237647831439972,536734722223656960,cb this uncle smell like shit,,"North-East Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536689609766232064,ew  apparently got this idiot who never shower in the morning boarded the train and yeah can smell your peluh disgusting as fuck,,"West Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536665731559993345, lah dont want i want to smell like euuuuuu hahaha ,,"West Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536542776163180544,  mns kannn i think i can smell then from here chey haha,mns kannn,"West Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536541698931712000,i smell mancs,,"North Region, Singapore"
egg,0.6810270547866821,-0.47274458408355713,-0.1990678459405899,-0.05937281623482704,0.9194740056991577,-0.5293232202529907,-0.43037205934524536,-0.18948669731616974,0.6260762810707092,-0.25580936670303345,-0.4513991177082062,0.12746724486351013,-3.2242672443389893,-0.38864362239837646,-0.28086286783218384,0.22494645416736603,0.9818884134292603,-0.8629137277603149,0.5658471584320068,-0.5676385760307312,-0.5441513657569885,0.3664172291755676,0.3420597314834595,-0.6028150320053101,0.21051064133644104,0.8580611944198608,-0.7015487551689148,-0.5158104300498962,0.6455163955688477,0.08967549353837967,-0.1123555451631546,1.380881428718567,-0.5549091100692749,-1.0065265893936157,-0.2947982847690582,-0.17591223120689392,0.10416765511035919,-0.8139384984970093,0.2914559543132782,0.7350080609321594,-0.5609249472618103,-0.8435530066490173,-0.2753395140171051,-0.4781954288482666,1.3912702798843384,0.8474273681640625,0.8577175140380859,-0.20577675104141235,0.43270036578178406,0.5812734961509705,536523008383270912,smell of fried egg with pepper is making me hungry ,,"West Region, Singapore"
hair,-1.3284451961517334,-1.7763909101486206,0.36377859115600586,0.051805078983306885,0.06089817360043526,-0.37627291679382324,1.542282223701477,-0.0013084134552627802,-0.14462198317050934,0.8386881351470947,-0.6942517161369324,0.015905888751149178,-4.887721538543701,0.9832163453102112,-0.8538630604743958,-0.12509304285049438,-0.0249831210821867,-1.0135188102722168,-0.6111714243888855,-0.7955703139305115,-0.8585942983627319,0.13750192523002625,0.6179802417755127,0.48675069212913513,-0.1593017280101776,0.9915478229522705,-0.6134552955627441,1.2842413187026978,-0.12968744337558746,-0.3582072854042053,-0.9882758855819702,0.5450406670570374,-0.23588812351226807,-1.4715455770492554,-0.24596355855464935,0.08149471879005432,-0.24976490437984467,0.6714128255844116,0.21873997151851654,0.8841202259063721,-1.2955740690231323,-0.08315949141979218,0.08771918714046478,0.723199188709259,0.7340307235717773,-1.389384150505066,0.9755513668060303,0.3250303864479065,-0.3002770245075226,-0.04442828148603439,536499225945579522,my hair smell so nice i cannot,,"North Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536495865456631808,i smell like fish soup ,,"Central Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536473486202396672,you know i smell new chapter soon ,,"East Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536466495404920833,smell so oily,,"West Region, Singapore"
rain,-0.9015682935714722,-0.37056204676628113,0.4964354932308197,-0.37107378244400024,-0.8719040155410767,1.1970683336257935,1.2952067852020264,0.03799201920628548,-0.21955430507659912,-0.021817464381456375,0.21133121848106384,-0.2627277076244354,-4.429386138916016,0.2778865396976471,-0.48314908146858215,0.04892062023282051,0.19852323830127716,0.040483906865119934,-0.4111027121543884,-0.41858023405075073,-0.2409375011920929,-0.7289330959320068,0.444156289100647,0.3953283429145813,0.7614374160766602,0.1488189697265625,-0.2448118031024933,1.2029448747634888,-0.2622932195663452,0.7012922167778015,-0.2755745053291321,0.5051379799842834,0.678152322769165,0.32516658306121826,0.22699591517448425,-0.01065916195511818,-1.545620322227478,0.30017027258872986,0.7370965480804443,1.228078842163086,-1.1619795560836792,0.1488262116909027,-0.1709406077861786,0.23010513186454773,-0.3722378611564636,0.6044068932533264,-0.15490837395191193,-0.1200394481420517,-0.31308695673942566,1.3571213483810425,536395251317891072,smell of the rain ,,"North-East Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536385884497514496,8 more days to end of finals  i can smell it,,"Central Region, Singapore"
me,0.13640999794006348,0.3248400092124939,-0.3606800138950348,0.44620001316070557,-0.43178001046180725,0.2114199995994568,-0.16808000206947327,-0.08402799814939499,0.0599760003387928,-1.4797999858856201,0.012574000284075737,-0.4519999921321869,-5.0229997634887695,-1.5296000242233276,-1.249500036239624,0.7729600071907043,-0.4916900098323822,-0.04443499818444252,-0.8265200257301331,-0.11552000045776367,0.9300100207328796,0.5357900261878967,0.6807900071144104,1.3280999660491943,-0.21953000128269196,-2.882999897003174,0.4446299970149994,-0.38078999519348145,-0.5835700035095215,-0.45728999376296997,-0.5646499991416931,0.3885599970817566,0.17684000730514526,-0.053502000868320465,-0.6677600145339966,-0.05035100132226944,0.11065000295639038,-0.23180000483989716,-0.5000799894332886,0.5339599847793579,-1.7288000583648682,0.15411999821662903,-0.18594999611377716,-0.19547000527381897,0.003345699980854988,-0.3207800090312958,0.809149980545044,0.9823600053787231,0.2209399938583374,-0.12155000120401382,536289146034073600, i like boys who are taller than me smell good and give great hugs ,,"West Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536198357715152898,i smell of chocolates,,"Central Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536186300945014784,can you smell christmas i can at 115 bedok reservoir road pic  https path comp71txy,,"East Region, Singapore"
source,0.7944064736366272,-0.3180035352706909,-1.1404436826705933,0.3039518892765045,0.44902077317237854,0.27449172735214233,0.14265276491641998,-0.6269314885139465,-0.014801744371652603,-0.7476789355278015,0.3299800157546997,-0.13795416057109833,-2.981278657913208,-0.0007783115142956376,0.5300402045249939,0.38817158341407776,0.9300644993782043,0.7412354350090027,0.7994646430015564,-0.38971197605133057,-0.4462193250656128,-0.5559389591217041,0.006785030011087656,-0.676443874835968,-0.9884312748908997,0.46912437677383423,0.3661201596260071,0.3651795983314514,0.10182711482048035,0.45476290583610535,0.1468106210231781,-0.8920028805732727,-1.5914145708084106,-0.23627756536006927,1.2447922229766846,0.18432661890983582,-0.39933696389198303,0.10615631937980652,0.33693087100982666,-0.21209552884101868,-0.2061341106891632,-0.5216504335403442,0.6582209467887878,0.05898703634738922,-0.2981334626674652,-0.15659190714359283,-0.15844644606113434,-0.37266862392425537,-0.171909362077713,-0.23470954596996307,536159417368993792,obsessed with the smell of original source shower gels and scrubs luvvvvv it in fragrance heaven right now,,"West Region, Singapore"
have,0.38179999589920044,0.719760000705719,-0.3191100060939789,0.03821700066328049,-0.39739999175071716,-0.3960399925708771,0.9420499801635742,-0.3514600098133087,-0.37088000774383545,0.2261900007724762,-0.06769400089979172,-0.045260000973939896,-6.3125,0.505050003528595,0.18164999783039093,-0.08154000341892242,0.03751600161194801,-0.37070000171661377,-0.45427998900413513,-0.37501001358032227,-0.008495599962770939,0.29905998706817627,-0.24181999266147614,0.23907999694347382,-0.22665999829769135,0.704990029335022,-0.3172900080680847,0.02162499912083149,0.7740399837493896,-0.28850001096725464,0.15762999653816223,0.40143001079559326,0.16804000735282898,0.23740999400615692,0.5791599750518799,0.13252000510692596,-0.2766900062561035,0.18380999565124512,0.02723200060427189,0.851419985294342,-0.567550003528595,-0.10299000144004822,0.4282799959182739,0.035436000674963,0.6267799735069275,-0.9049599766731262,0.2877500057220459,-0.31011998653411865,-0.20848000049591064,-0.37158000469207764,536158031721951232,like u have smell mine tsk,,"East Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536093124099964928,if i fart when im with you dont get disgusted you should be honoured to smell my love for you ,,"East Region, Singapore"
spirit,-0.41724303364753723,-0.37935253977775574,0.013878018595278263,0.4290391504764557,-0.003158851061016321,1.200697898864746,1.147659182548523,0.07925006747245789,-0.2883049547672272,-0.17586925625801086,-0.4025941789150238,0.5225955247879028,-3.6858391761779785,0.40240100026130676,0.17321041226387024,0.18743759393692017,-0.17035721242427826,0.6407755613327026,0.1896272599697113,-0.16524218022823334,-0.7696817517280579,0.5432157516479492,-1.0684260129928589,0.3398229479789734,0.6522676944732666,0.6984418630599976,0.0289630014449358,-0.08163529634475708,0.6627060770988464,0.3417418897151947,0.4088028371334076,-0.5123069882392883,0.5240797996520996,0.17452476918697357,0.6901624798774719,-0.09136515110731125,-0.044136662036180496,0.03300688788294792,-0.2354622185230255,0.34615612030029297,-0.11282404512166977,-0.47517359256744385,0.25855448842048645,-0.09176726639270782,-0.006592488382011652,0.9657372832298279,0.39486438035964966,-0.2983473241329193,0.6799595355987549,-0.01505573745816946,536044667440087040, smell like teen spirit nirvana,,"West Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536000558302117888, do not try to charm or manipulate a they can smell bullshit a mile away  haha wah  ,,"West Region, Singapore"
minyaaaaaaaak,-0.0030746127013117075,-0.005967926699668169,0.0027298189233988523,-0.007487355265766382,-0.0016357258427888155,-0.007399349473416805,0.006607214920222759,0.004490403924137354,-0.0064142122864723206,-0.007534443400800228,-0.0007057294715195894,0.008676678873598576,-0.014606322161853313,0.008390795439481735,-0.0012782419798895717,-0.006967589724808931,-0.0015515168197453022,-0.009486586786806583,0.002518930472433567,0.005606908816844225,0.0031463501509279013,-0.001241006189957261,0.0025786706246435642,-0.0018688568379729986,-0.004484814591705799,0.006524414289742708,-2.9496832212316804e-06,0.012839050032198429,-0.008964921347796917,-0.008765620179474354,-0.0084058977663517,0.003713914891704917,-0.005304724909365177,-0.0006114862044341862,-0.0033150643575936556,-0.009111283347010612,0.003850759705528617,-0.00296042300760746,0.007100395392626524,0.006668876390904188,0.004940628539770842,0.0023684671614319086,-0.00498799467459321,-0.0056286766193807125,0.009634547866880894,0.000198046414880082,0.010707804933190346,0.010013774037361145,-0.008100333623588085,0.00636823708191514,535946593627684865,just passed someones wedding th smell of nasi minyaaaaaaaak and rendang all ayeeeee so nice ,,"West Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535808316773912576,smell so good haaaah,,"North-East Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535757376146534400,great move in politics can smell a change in mother sri lanka all the way to common candidate ,,"North Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535746682701365248,women stop it you bite yr fingernails and then u smell yr finger whuatttttttt eeewwww,,"Central Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535741520939196416,the wind shifts and i smell chicken poop,,"West Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535740039037059073,im tailing thus guy cos he has pork floss buns and they smell good,,"North Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535734281780199425,the bus was smelling like fart and then this very dapper looking dude came in his smell is just ,,"West Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535655756880560128,  yah omg the smell is like 1 sec here 1 sec gone then itll be back again ,,"West Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535655477640568832,  bae i smell u at the end of my bed ,,"West Region, Singapore"
or,-0.15310999751091003,-0.1643500030040741,-0.5230600237846375,-0.08471599966287613,-0.17065000534057617,0.30349001288414,1.065500020980835,0.3977000117301941,0.27823999524116516,0.49167999625205994,0.0017266999930143356,-0.4673199951648712,-5.418000221252441,-0.20347000658512115,-0.09230100363492966,0.21828000247478485,0.16708000004291534,-1.159000039100647,0.23518000543117523,-0.03773700073361397,0.00015731999883428216,0.0661809965968132,0.02637300081551075,-0.13057999312877655,-0.1212799996137619,0.2448900043964386,0.689079999923706,0.03495299816131592,0.23645000159740448,-0.18497000634670258,0.444130003452301,-0.0003614999877754599,-0.15970000624656677,-0.5739499926567078,0.4176200032234192,-0.28148001432418823,-0.19877000153064728,0.08535899966955185,0.42447999119758606,-0.262800008058548,-1.0642999410629272,0.17327000200748444,-0.06623200327157974,-0.5502200126647949,0.5236799716949463,-0.38989999890327454,0.0823889970779419,-0.15173999965190887,-0.07534399628639221,-0.16603000462055206,535600192217563136,have you ever heard see or smell something that reminds you of a past memory,,"Central Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535598420975570945,it should be illegal to smell bad on public transport like 50 fine illegal ,,"East Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535572516895338496,hey twist of the day everyone around me in the bus doesnt smell and someone actually smells nice ,,"Central Region, Singapore"
air,-0.8920671939849854,-0.27213308215141296,0.15481050312519073,-0.5032228827476501,-1.3223735094070435,1.68582284450531,0.5138502717018127,-0.7375871539115906,1.1299996376037598,0.6970210671424866,0.3944760262966156,0.32485079765319824,-4.298171043395996,0.40733852982521057,0.6017757654190063,0.7464141845703125,0.3317006826400757,-0.783625066280365,0.03534888103604317,-0.49555960297584534,-1.3899998664855957,-0.5798035264015198,-0.6078647375106812,-0.5304365754127502,-0.39065420627593994,-0.2174942046403885,-0.8204445838928223,0.6592494249343872,0.04333921894431114,0.2977598011493683,-0.7368103861808777,0.33983153104782104,-0.007502244785428047,0.4250250458717346,0.9690900444984436,-0.34506481885910034,-0.38528329133987427,0.3202644884586334,1.1443089246749878,0.44402170181274414,-1.6375746726989746,-0.3444935083389282,-1.2357544898986816,-1.16116464138031,-0.01163754053413868,0.7176197171211243,-0.8249568343162537,-0.4176488220691681,0.5226422548294067,-0.07567120343446732,535541666401095680,why does the air smell like you its weird really,,"North Region, Singapore"
me,0.13640999794006348,0.3248400092124939,-0.3606800138950348,0.44620001316070557,-0.43178001046180725,0.2114199995994568,-0.16808000206947327,-0.08402799814939499,0.0599760003387928,-1.4797999858856201,0.012574000284075737,-0.4519999921321869,-5.0229997634887695,-1.5296000242233276,-1.249500036239624,0.7729600071907043,-0.4916900098323822,-0.04443499818444252,-0.8265200257301331,-0.11552000045776367,0.9300100207328796,0.5357900261878967,0.6807900071144104,1.3280999660491943,-0.21953000128269196,-2.882999897003174,0.4446299970149994,-0.38078999519348145,-0.5835700035095215,-0.45728999376296997,-0.5646499991416931,0.3885599970817566,0.17684000730514526,-0.053502000868320465,-0.6677600145339966,-0.05035100132226944,0.11065000295639038,-0.23180000483989716,-0.5000799894332886,0.5339599847793579,-1.7288000583648682,0.15411999821662903,-0.18594999611377716,-0.19547000527381897,0.003345699980854988,-0.3207800090312958,0.809149980545044,0.9823600053787231,0.2209399938583374,-0.12155000120401382,535467630983774210,freaking steamboat made me smell like fish,,"Central Region, Singapore"
