index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,id,processed_tweets,LOC,place
fish,-0.28312405943870544,-0.27980294823646545,-0.2940071225166321,-0.6777462363243103,0.41205310821533203,0.010907579213380814,-0.24157799780368805,-0.01744947023689747,0.10869047045707703,0.2154989391565323,-0.42468592524528503,0.4644109904766083,-4.125990867614746,0.29284945130348206,0.34439805150032043,0.2380823791027069,0.5390889644622803,-1.222154974937439,0.6934245228767395,-0.6942341923713684,-0.43372729420661926,0.19378776848316193,0.7783762812614441,-0.2795572280883789,-0.031579192727804184,0.5078862905502319,-0.9144860506057739,0.2162054181098938,0.6165491342544556,-0.7326545715332031,0.19080278277397156,0.568276047706604,-0.5617187023162842,-0.002214572625234723,-0.5262805223464966,0.08997692167758942,0.1438516527414322,-0.1944560706615448,0.8057193160057068,0.18788787722587585,-0.5420750379562378,-0.8558402061462402,-0.45102232694625854,-0.35880687832832336,0.8611508011817932,1.0445446968078613,0.9891637563705444,0.36473092436790466,0.0042267185635864735,0.9376710653305054,1148293933702627328,they wont mam if they know how they behave in public defines their patriotism they have been explained whats patriotism in many different ways not this hence some even smell like rotten fish with pride ,,"Central Region, Singapore"
nationals,1.1075420379638672,0.3296966552734375,0.35557156801223755,-0.7272477746009827,-0.4110100269317627,-0.4404965937137604,0.49409207701683044,1.176682710647583,-0.016671711578965187,-1.264344573020935,0.3249906599521637,0.32561537623405457,-2.0772593021392822,1.2064632177352905,1.0504326820373535,-0.42993342876434326,-0.8546870350837708,-0.001980494474992156,-0.13045962154865265,0.7358465790748596,0.5401392579078674,0.05685843154788017,0.9692550301551819,-0.6126900911331177,0.1933927685022354,1.1364469528198242,-0.1667046695947647,0.22705653309822083,-0.5269938111305237,0.039928093552589417,1.0137544870376587,-0.4822670817375183,0.2746158540248871,-0.17390160262584686,0.8826236724853516,-0.606522798538208,0.0636741891503334,-0.09768558293581009,0.19013290107250214,1.271377444267273,0.3990636467933655,-0.005795901175588369,0.8817795515060425,0.4286342263221741,0.7860652804374695,0.03020625188946724,-0.30643579363822937,-0.36166468262672424,0.28131306171417236,0.8624961376190186,1148146948186112000,"while riding the walkalator

me bakit amoy spices wala naman kasing restaus around

turns out the rumors are true abt these nationals smell ",,"Central Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1148085980118880257,the children got attracted by the smell  skinny cakes in serangoon singapore https www swarmapp comcjahqi2qsuv2,,"Central Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1148054798844882944,"while trying different kinds of cheese

 oh milky
 ahh pait
 hala daw rubber ang smell
 aslom ba
 mmm namit cough pait kag salty gali

sadyahan ko tilaw2 ah pero daw ma hate ko liwat ang cheese",,"Central Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1147813344310546432,that wind bouta smell like ass and balls https twitter comonecakstatus1146594331404357632,,"West Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1147188800893800448,i smell something fishy ,,"East Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1147125287676592128,the smell so strong cb,,"West Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146995055950884864,i actually quite like it once you get past the smell its not bad ,,"Central Region, Singapore"
nice,0.19173602759838104,-0.3928147554397583,0.29458221793174744,0.05924861878156662,0.1399199217557907,0.25480908155441284,1.2422114610671997,-0.2355821281671524,-0.7284683585166931,0.9756264090538025,-0.9373352527618408,0.7255061864852905,-5.480526447296143,-0.12502048909664154,-0.4968363046646118,0.30964937806129456,0.5999252200126648,-0.8042770624160767,-1.2903556823730469,0.0337827242910862,-0.033814623951911926,-0.4125524163246155,-0.3325347900390625,0.36312904953956604,-0.09651950746774673,0.9475185871124268,-0.36940082907676697,0.1466047763824463,0.4822988510131836,-0.7838134169578552,-0.31417316198349,0.8259350657463074,-0.05117598548531532,-0.5083269476890564,0.6258472800254822,0.6647062301635742,-0.28978410363197327,0.3035621643066406,0.18015557527542114,1.0238655805587769,-1.6263513565063477,-0.38804930448532104,0.6335001587867737,0.7024685740470886,0.6661570072174072,-0.046327535063028336,0.6609249114990234,-0.21894147992134094,-0.06284720450639725,0.03459351137280464,1146734333337600000,u neh visit meh they have a shop at suntec also always walk pass very nice smell ,,"Central Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146721899625381888,some stupid smoker was smoking in the toilet while i was doing my big business and now i smell like smoke ,,"Central Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146360774819889152,"hygiene and smell is very important no point looking bomb asf but have bad body odour 

1 deodorant
2 perfume",,"North-East Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146318816441294848,nice then we can just throw people who smell overboard for a bath,,"Central Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146027067554668544,if it was happening to you you wouldnt have reacted this way all i smell is ignorance https twitter comarianaswhipstatus1145491453604454400,,"North-East Region, Singapore"
essence,-0.8790773153305054,-0.29624930024147034,-0.06608346104621887,0.500576376914978,0.5058867931365967,0.4530883729457855,0.23262295126914978,-0.7811750769615173,-0.04443409666419029,-0.06867858022451401,-0.9321275949478149,0.048402514308691025,-2.072033643722534,0.23995476961135864,-0.08145567774772644,0.33253994584083557,0.507165789604187,0.8959652185440063,0.4283737540245056,0.8102952837944031,-0.382897287607193,-0.5384702086448669,-0.4464189410209656,0.10556606948375702,0.46012771129608154,0.650046706199646,0.36293134093284607,0.6272041201591492,-0.17235034704208374,-0.1895691603422165,0.12889106571674347,-0.5009245872497559,-0.2828746736049652,-0.8340319395065308,0.2559366524219513,-0.10372235625982285,-0.605845034122467,0.06489693373441696,0.3855295181274414,0.2624053657054901,0.4318960905075073,-0.5313181281089783,-0.10271580517292023,-0.3824010491371155,-0.611347496509552,-0.016810260713100433,0.920871913433075,-0.0416928268969059,0.31651103496551514,-0.0829438790678978,1145935637733761024,hello you got the herbal green colour but the essence smell can make people high also ,,"West Region, Singapore"
grasses,0.03025992400944233,-0.9324323534965515,-0.12975773215293884,0.5158975124359131,-0.2519901990890503,0.8491107225418091,-0.3920769691467285,0.03417028859257698,-0.7103581428527832,-0.9413740038871765,-0.7715803384780884,-0.11088409274816513,-0.2910846173763275,0.8330094814300537,-0.2204122692346573,-0.3610859811306,0.007640052121132612,-0.42214107513427734,0.36162012815475464,0.18964998424053192,-0.4050377905368805,0.20505911111831665,0.051255907863378525,0.07644890248775482,0.06355418264865875,0.5956690907478333,-0.9090047478675842,1.1164470911026,-0.7477425932884216,-0.29200437664985657,1.2955979108810425,0.6087794303894043,0.9113223552703857,-0.15324163436889648,-0.781836986541748,-0.8865147829055786,0.09794113039970398,0.00253913551568985,1.3019994497299194,0.14920401573181152,0.9843463897705078,-0.16711342334747314,-0.7235143780708313,0.5870057344436646,-0.4284431040287018,-0.12747743725776672,-0.20748764276504517,0.7188366055488586,0.8717623949050903,-0.3719475269317627,1145193073732927488,"i love the smell of trees grasses mud simply love the trail running 
 

 
 
  https www instagram compbzujybjhkzl igshid 4i8b847xlr1v",,"Central Region, Singapore"
nick,0.19756507873535156,0.21750837564468384,0.8619763851165771,0.041735563427209854,-0.27228614687919617,-1.0049068927764893,0.49588632583618164,0.4739702045917511,-0.20004688203334808,-0.5346577167510986,0.7468746304512024,0.5262356996536255,-3.2692322731018066,-0.665428638458252,-0.12560804188251495,-0.2665215730667114,0.02528001181781292,0.3390437662601471,-0.3634602427482605,0.26668572425842285,0.46261000633239746,0.4511607885360718,0.2292569875717163,-0.3239969313144684,-0.4809688925743103,-0.5505669713020325,0.8419097661972046,-0.4096563458442688,-0.5366044044494629,-0.1654806286096573,-0.10383426398038864,0.5713631510734558,-0.7915170192718506,-0.19659805297851562,-0.3844708800315857,0.2533118426799774,0.5911563038825989,0.021289819851517677,-0.6645995378494263,0.290041983127594,-1.247837781906128,-0.18602126836776733,-0.3559018671512604,0.5633687973022461,-0.5836663246154785,0.1516554355621338,0.041379112750291824,-0.1294274628162384,-0.6081001162528992,-1.0172231197357178,1145141338616152064,go nick smell the smoke,,"West Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1145017742753292295,i smell upcoming viral tweet,,"North-East Region, Singapore"
combination,-0.12274995446205139,-0.8363204002380371,-0.2600961923599243,0.49466726183891296,0.6071606278419495,0.47490939497947693,0.6438109278678894,-0.3510850965976715,-0.9003459811210632,-0.11920663714408875,-0.11289052665233612,-0.1879674196243286,-2.3454368114471436,0.0053297532722353935,0.7427927255630493,0.8115858435630798,1.4034738540649414,0.00984773226082325,0.0678749606013298,0.010867331176996231,-1.1935539245605469,0.43522384762763977,0.7330565452575684,0.11135867983102798,0.5920114517211914,1.3960399627685547,-0.7262128591537476,0.39484018087387085,0.4783550500869751,-0.2866165339946747,0.11453033983707428,0.24015001952648163,-0.023763777688145638,-0.8478162288665771,0.35420945286750793,0.18054959177970886,-0.02888370119035244,-0.3341763913631439,0.8250361680984497,0.30781829357147217,0.06376689672470093,-0.007234205026179552,0.5324692130088806,-0.6980468034744263,0.05218944326043129,-0.16343021392822266,0.30106446146965027,0.9299019575119019,-0.3192351460456848,0.16216927766799927,1144827381191831552,my room has the combination smell of loads of cum sweaty balls and a dead raccoon ,,"North Region, Singapore"
your,-0.11311999708414078,-0.31411999464035034,-0.19829000532627106,0.9226999878883362,0.2112800031900406,0.061744000762701035,1.6083999872207642,0.012798000127077103,-0.2923099994659424,0.07405100017786026,-0.1600400060415268,0.13514000177383423,-6.246200084686279,-0.25641998648643494,-0.9118599891662598,-0.08133900165557861,0.5399900078773499,-0.15115000307559967,0.10113999992609024,-0.2591100037097931,-0.3298099935054779,0.18163999915122986,-0.18425999581813812,1.052299976348877,-0.7775800228118896,0.5199199914932251,0.5369499921798706,0.3890399932861328,0.7397300004959106,0.20600000023841858,-0.6977800130844116,-0.37922000885009766,-0.05548499897122383,-0.35069000720977783,0.8238099813461304,0.21544000506401062,0.5409799814224243,0.5997800230979919,-0.16841000318527222,-0.019626999273896217,-0.7559300065040588,-0.0731310024857521,-0.06080999970436096,0.052418000996112823,0.8532099723815918,-0.42587000131607056,0.5489100217819214,0.02326899953186512,0.6835200190544128,0.23964999616146088,1144811188737339392,my jacket your smell,,"Central Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1144624842630504449,i can actually smell the thing from my phone goodness,,"Central Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1144557307792990208,like seriously i clean airplane toilets which pretty much permanently smell like piss and poop no problem and these boys bo about to make my nose give up on me,,"East Region, Singapore"
breath,-1.0247399806976318,0.04755710810422897,0.6308614611625671,0.08812582492828369,-0.35203978419303894,0.14526714384555817,1.2179012298583984,0.02954772673547268,-0.9760961532592773,0.6463013291358948,-0.06685526669025421,-0.22051194310188293,-3.3814470767974854,-0.4361196458339691,-0.4278392791748047,0.4617651104927063,-0.09072669595479965,-0.31931498646736145,-0.20730537176132202,-1.3602190017700195,-0.7456962466239929,0.1644877940416336,0.8228334784507751,1.209738850593567,0.7198233604431152,0.7772901654243469,0.38263413310050964,0.5873250365257263,0.09650765359401703,1.0834225416183472,-0.44112563133239746,0.3305278718471527,-0.21805624663829803,0.4312513768672943,0.004324495792388916,0.45771896839141846,-0.5835525989532471,-0.1253303587436676,0.9586429595947266,0.7411825060844421,0.49211522936820984,0.03454400226473808,-1.078593373298645,-0.3840905725955963,-0.03949994593858719,0.19540709257125854,1.0816580057144165,0.6776632070541382,-0.25362828373908997,0.7116667628288269,1144541813836898305,"im going to meet my boyf who hates durian later  

trying to get rid as much breath smell as possible with mint sweets and tea ",,"North-East Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1144427601559207936,in love with suavesmith official s classic pomade  i am fkn amazed by its strong hold  its ability to aid me greatly in flexible hairstyles the thing i loved most about this item would still be the smell after https www instagram compbzphr1cbckx igshid mg4y9aer1qeo,,"Central Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1144186621576613888,bad breath is my pet hate if i can smell it from the next isle then there is some serious decay going on wish people would take notice and do something about it ,,"East Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1144018428270764033,i smell someone using chloe ,,"West Region, Singapore"
hair,-1.3284451961517334,-1.7763909101486206,0.36377859115600586,0.051805078983306885,0.06089817360043526,-0.37627291679382324,1.542282223701477,-0.0013084134552627802,-0.14462198317050934,0.8386881351470947,-0.6942517161369324,0.015905888751149178,-4.887721538543701,0.9832163453102112,-0.8538630604743958,-0.12509304285049438,-0.0249831210821867,-1.0135188102722168,-0.6111714243888855,-0.7955703139305115,-0.8585942983627319,0.13750192523002625,0.6179802417755127,0.48675069212913513,-0.1593017280101776,0.9915478229522705,-0.6134552955627441,1.2842413187026978,-0.12968744337558746,-0.3582072854042053,-0.9882758855819702,0.5450406670570374,-0.23588812351226807,-1.4715455770492554,-0.24596355855464935,0.08149471879005432,-0.24976490437984467,0.6714128255844116,0.21873997151851654,0.8841202259063721,-1.2955740690231323,-0.08315949141979218,0.08771918714046478,0.723199188709259,0.7340307235717773,-1.389384150505066,0.9755513668060303,0.3250303864479065,-0.3002770245075226,-0.04442828148603439,1143812282805186560,first time using conditioner  literally everyone at work complimented my hair  the smell of my hair uwu,,"West Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143808700311674880,"minhyuk and changkyun are roommate goal and overall friend for life goaldkhfjdjdj
and for the moment i really thought changkyun would try to smell minmins arm cuz thats so changkyunish pic twitter commqtvl7yb9i",,"Central Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143750685483081728,i smell kind of a weed is it ,,"East Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143561846818930688,"if you admire somebody you should go ahead and tell dem
people never get the flowers while they could still smell dem",,"East Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143530065717682181,watching and i feel i can smell all those cigarettes right in my living room ,,"Central Region, Singapore"
or,-0.15310999751091003,-0.1643500030040741,-0.5230600237846375,-0.08471599966287613,-0.17065000534057617,0.30349001288414,1.065500020980835,0.3977000117301941,0.27823999524116516,0.49167999625205994,0.0017266999930143356,-0.4673199951648712,-5.418000221252441,-0.20347000658512115,-0.09230100363492966,0.21828000247478485,0.16708000004291534,-1.159000039100647,0.23518000543117523,-0.03773700073361397,0.00015731999883428216,0.0661809965968132,0.02637300081551075,-0.13057999312877655,-0.1212799996137619,0.2448900043964386,0.689079999923706,0.03495299816131592,0.23645000159740448,-0.18497000634670258,0.444130003452301,-0.0003614999877754599,-0.15970000624656677,-0.5739499926567078,0.4176200032234192,-0.28148001432418823,-0.19877000153064728,0.08535899966955185,0.42447999119758606,-0.262800008058548,-1.0642999410629272,0.17327000200748444,-0.06623200327157974,-0.5502200126647949,0.5236799716949463,-0.38989999890327454,0.0823889970779419,-0.15173999965190887,-0.07534399628639221,-0.16603000462055206,1143511882294276096,my timid little mainecoon has the softest and tiniest voice but probably the loudest growl the smallest amongst the 3 she cannot see my shadow or smell me from a distance always following my tracks for treats  https www instagram compbzim3byhap9 igshid k2wwxmmzg2ot,,"West Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143472750528352256,yayzers i got my peach fragrance from wdressroom and sprayed it on myself now i smell like peach tea ,,"North Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143456027649593345,stopping to smell the roses today with some of my favourite grapefruit drink at paris baugette   pic twitter comvbxgnbrdoh,,"Central Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143204912613842944,i can even remember the smell of this https twitter comitsleonmarkcusstatus1142661310653427714,,"East Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143157273180508160,seeing food getting cooked in front of me makes me drool that sight and smell is simply irresistible q  beef sukiyaki don keisuke https www instagram compbzf qzjz0t igshid 4meifensbkil,,"Central Region, Singapore"
sweat,-1.2250920534133911,-0.8715925216674805,0.37610846757888794,0.17155885696411133,0.26698818802833557,0.8569077253341675,1.1626036167144775,0.2080836296081543,0.23625819385051727,0.6808334589004517,0.030313042923808098,0.6240814924240112,-2.9324073791503906,0.5550224184989929,-0.4596620500087738,0.5610249638557434,-0.30462613701820374,-0.5158624053001404,-0.702052891254425,-0.7962872982025146,-0.7737172842025757,0.27766019105911255,0.7839811444282532,0.3532061278820038,0.8031315803527832,0.8475950360298157,0.2415756732225418,1.1104025840759277,-0.8428592085838318,-0.023838650435209274,0.056846942752599716,0.5475032925605774,-0.1691841334104538,0.4323437809944153,0.11723709851503372,-0.25975221395492554,-1.1007760763168335,0.09271623194217682,0.556743860244751,1.2269822359085083,0.02772817760705948,-0.4727521538734436,-0.8094624280929565,-0.22031013667583466,0.23531723022460938,-0.2344556748867035,0.8743484020233154,0.8163211941719055,0.4969300925731659,-0.15614470839500427,1143120001898971138,"sial the stages of odour 
regular sweat smell
body musk smell
masam musk smell yang boleh buat orang muntah like because the air blows from their side to you so thats all you fucken smell that old whole day sweat and body odour
tukar baju la sua 
pengsan ah aku dlm lrt",yang,"North-East Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143011165808672768,i can already smell roasted baingan bharta,,"Central Region, Singapore"
it,-0.04110100120306015,0.19112999737262726,0.09549900144338608,0.0028301000129431486,0.09025900065898895,0.731909990310669,0.8512899875640869,0.22551999986171722,0.27452999353408813,0.7409200072288513,0.3416700065135956,-0.11665999889373779,-6.310100078582764,-0.20170000195503235,-0.31718000769615173,-0.05216800048947334,0.4715699851512909,-0.0602869987487793,-0.6726300120353699,-0.1098800003528595,-0.0308810006827116,0.1500300019979477,0.044828999787569046,0.7716100215911865,0.08088099956512451,0.4584600031375885,0.41312000155448914,0.3734300136566162,0.5302000045776367,-0.05388199910521507,-0.4480400085449219,0.6614199876785278,-0.03150299936532974,-0.4093100130558014,0.5275300145149231,0.3552199900150299,-0.2036300003528595,0.019589999690651894,0.12759000062942505,0.19731000065803528,-0.8081799745559692,-0.12084999680519104,0.2566800117492676,-0.0622359998524189,-0.022257000207901,-0.12613999843597412,0.02071000076830387,-0.2968499958515167,-0.3196899890899658,0.3080799877643585,1142993572163018752,what did it smell like,,"Central Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1142763196727488512,the tea is amazing both smell and taste pic twitter comyuztxtomwx,,PUTIEN
gas,-0.48003485798835754,0.45680925250053406,-0.46237635612487793,-0.540072500705719,0.050154607743024826,0.7624712586402893,-0.5461315512657166,-0.3647189438343048,1.5211098194122314,-0.023917892947793007,0.44423767924308777,0.19781813025474548,-3.24103045463562,0.07866067439317703,1.4009119272232056,0.7445947527885437,0.23320774734020233,-0.45057791471481323,0.2760702073574066,-0.20911453664302826,-0.9234857559204102,-0.2846759855747223,0.039526790380477905,0.07787767797708511,-0.03899776190519333,-0.936160147190094,-0.4605465829372406,0.7170102000236511,-0.13906309008598328,0.11047816276550293,-0.6166731715202332,0.6829982399940491,-0.21976423263549805,0.512046217918396,1.0253915786743164,0.2225750982761383,-0.7636867165565491,1.056671380996704,0.219605952501297,0.4268011152744293,-0.9304633140563965,0.4299688935279846,-1.0715012550354004,-0.8638700842857361,0.2247341424226761,-0.10267915576696396,-0.16517512500286102,0.8417715430259705,0.1462380737066269,0.7525479197502136,1142718566325608448,i think my top contribution was definitely teaching everyone how some naturally occurring fruits can smell like a gas leak    ,,"West Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1142705002693029889,i legit dont like the smell unless im smoking it myself idk its weird man,,"West Region, Singapore"
weed,-0.13308994472026825,-0.25453653931617737,-0.6509382128715515,0.5934109687805176,0.5976890921592712,1.2006855010986328,0.5547744035720825,-0.37910541892051697,0.891872763633728,0.32727566361427307,-0.700614869594574,0.30062082409858704,-3.9019150733947754,0.08466649055480957,0.2415589541196823,0.6581599712371826,-0.5428755879402161,-0.7620962858200073,-0.1971762478351593,0.32092416286468506,0.4766490161418915,0.6772629022598267,0.25395187735557556,0.03466404601931572,0.5546737909317017,-0.059411898255348206,0.32084134221076965,0.34924694895744324,-0.5704895853996277,0.2957463562488556,-0.3893449902534485,0.8791985511779785,-1.3959171772003174,0.8309032320976257,-0.5490955114364624,-0.13031359016895294,-0.3221084177494049,0.750148355960846,0.1563098430633545,0.275274395942688,-0.02355913631618023,-0.42857638001441956,-1.2639436721801758,-1.1892398595809937,0.28919461369514465,0.16038072109222412,0.9200347065925598,0.8997835516929626,-1.0595277547836304,0.6069114208221436,1142640306300416002,my sis literally tells our folks every single fucking thing like how she hates the smell of weed and she completely is judging some family of canadians where the dad is telling his kid about weed and im like ,,"East Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1142472287200804864,ahem i smell lq  1hr lng yn haba ng hair abot hanggang jakarta ,,"Central Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1142211984412143618,my cat will be acting like this when i told her i am leaving tomorrow she will stay at home cuddling with me cat has feeling they can smell our body from hundreds meter https www instagram compby9bs bnoum igshid 19351cdp7parc,,"Central Region, Singapore"
one,-0.032469313591718674,0.1541316956281662,0.2560143768787384,0.7129212617874146,0.09300857782363892,0.056923408061265945,1.261664628982544,0.21585451066493988,-0.18330428004264832,0.4644721746444702,-0.020531775429844856,-0.4008677899837494,-6.999182224273682,0.023018602281808853,-0.41088607907295227,0.22933554649353027,0.20821939408779144,-0.3749527037143707,-0.45603659749031067,-0.0605262890458107,0.5246227383613586,0.3544534146785736,0.3982417583465576,-0.19450828433036804,-0.05927553400397301,0.17370471358299255,-0.2878701686859131,-0.44278448820114136,0.4667092561721802,-0.11373506486415863,-0.2678549885749817,-0.09041325747966766,0.12887431681156158,0.24955520033836365,0.6743099689483643,0.7292847037315369,0.3033277988433838,-0.6045868396759033,-0.3728196322917938,0.3714882731437683,-1.6952749490737915,0.26146212220191956,-0.5084025263786316,0.017612725496292114,0.16158875823020935,-0.3164999783039093,0.7044039368629456,-0.09237023442983627,-0.4867112934589386,-0.21552897989749908,1142105013272977408,if i had the choice i wont choose to bbq my food it makes one smell sick in the stomach and overall poorer in the pocket zzzz but ill live ,,"North-East Region, Singapore"
durian,-0.9263759255409241,0.43463537096977234,0.4391591250896454,-0.7709046006202698,-0.0008366675465367734,0.3534213602542877,-0.3944724500179291,0.22962415218353271,0.8743899464607239,1.251574993133545,-0.4042692184448242,-0.5728098750114441,-2.002628803253174,0.21108083426952362,0.020762722939252853,1.2536094188690186,1.5389169454574585,-1.384570837020874,0.46749255061149597,0.2066916823387146,-0.3511635363101959,-0.14656026661396027,-0.7856730818748474,-0.17271478474140167,0.16876262426376343,0.23899491131305695,-0.7365282773971558,-0.13914959132671356,0.7619315385818481,-1.4098012447357178,0.0707932785153389,0.11807052791118622,-0.044850870966911316,-0.0879250019788742,-1.102884292602539,-1.0362756252288818,-0.21789532899856567,-0.7520263195037842,1.1843430995941162,0.7388421893119812,-1.1890068054199219,-1.2012311220169067,-0.8740290403366089,-1.2722294330596924,0.3195599913597107,0.5976497530937195,-0.17828144133090973,-0.40651869773864746,0.31547969579696655,0.5544251203536987,1142074845892501504,i dislike durian smell dono why haizz housemate makan durian at this hour,,"North-East Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1141883326896037888,wake up and smell the kaya toast toastboxsg  singapore https www instagram compby9crvifxkt igshid 1650wtbop1toc,,"Central Region, Singapore"
cigarette,-0.6367561221122742,-0.940107524394989,-0.6844081878662109,0.47283831238746643,0.18052637577056885,0.49592283368110657,0.3463872969150543,-0.6109262704849243,0.8797121047973633,-0.1307479739189148,0.26597830653190613,-0.4353368282318115,-2.720318555831909,-0.013588600791990757,0.3262460231781006,1.1386233568191528,-0.1031225174665451,-0.45497873425483704,-0.06173860654234886,0.16128171980381012,-0.5081650614738464,0.1664975881576538,1.0379563570022583,-0.6347118616104126,0.1396205872297287,0.6360833644866943,-0.14287348091602325,0.6273416876792908,-0.7081203460693359,1.4459755420684814,0.055035632103681564,0.6809185147285461,-0.9770864844322205,-0.008898603729903698,-0.1551063358783722,0.03684418275952339,0.04105757176876068,0.46999120712280273,0.9083537459373474,0.3905891478061676,0.022278541699051857,-0.36737579107284546,-1.9673181772232056,-0.8190760016441345,0.4224674701690674,-0.1194298043847084,0.3310781717300415,0.9179331064224243,-0.6289900541305542,0.12484289705753326,1141711449602969600, sg it is a nightmare to get on the taxi that fills with cigarette smell it clearly says no smoking in car but the driver does it what is the solution to this having to pay and suffer the ride ,,"East Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1141671785647112193,omg the smell and the feeling of the lrt reminds me the old times when i used to go to school in lrt hhahaha,,"West Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1141324035944407041,maybe i had the worst durian in thailand  durian in amazing not much smell either ,,"Central Region, Singapore"
karipap,-1.7804334163665771,1.1971619129180908,0.015281712636351585,-0.3613658845424652,-0.26871776580810547,0.6239486932754517,-0.5176190137863159,-0.8907877206802368,1.144222617149353,-0.0041997055523097515,-0.9623953700065613,-0.10009497404098511,-0.07811322063207626,0.4047275185585022,-0.2353111207485199,0.2644135355949402,2.182382345199585,-1.0420037508010864,-0.13775835931301117,-0.588701069355011,-0.6946583986282349,0.7056474089622498,-0.5313253998756409,0.20385509729385376,-0.4694930613040924,-0.2358262836933136,-0.3893405497074127,-0.5304502248764038,0.5670337080955505,-1.4330337047576904,0.3579826056957245,-0.5686596035957336,0.5162082314491272,-0.09655047953128815,-0.6129413843154907,-1.077742338180542,0.5662452578544617,-0.27641668915748596,0.5185068249702454,-0.07537944614887238,0.29099833965301514,-1.1097278594970703,-0.6599865555763245,-0.7739167213439941,-0.0656224861741066,0.2663056552410126,0.10202647745609283,-0.33616578578948975,1.0614190101623535,-0.2836323082447052,1141320191713763328,the karipap smell fills the whole bus saya lapar ,,"Central Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1141246752181215232,update they smell exactly like a branch of pets at home and taste like fishy pork scratchings ,,"Central Region, Singapore"
