index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,id,processed_tweets,LOC,place,loc_pretrained
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.94472E+17,marching in the rain just now cause my nose to block cant smell anything ,,"West Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.94473E+17,i smell meat,,"Central Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.94494E+17, bring his blanket then you can smell him every night ,,"Central Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9451E+17,can you smell what the rock is cooking  http instagram comprfk76daigl,,"West Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.94623E+17,wtf lol zzz 7za8za go inside lift i can smell cigg smell fucking smelly ,,"North Region, Singapore",
train,-0.094020076,-0.347217083,-1.331451654,-1.501665115,-0.38852644,-0.004212685,0.653756738,-0.266707301,0.124438822,-0.394472688,-0.229291975,-0.096874818,-4.273047924,-0.925825179,-0.267852694,1.28480041,-0.660870075,-0.712972403,-1.331770897,0.514062643,0.948698938,-0.618677199,0.675372243,-0.767111123,0.342399776,0.039865326,-0.587035239,-0.366621614,-0.094768457,1.230869174,-0.618656456,-0.209037408,0.484646231,0.586248934,1.367870331,0.283159077,0.063947394,-0.335258543,1.236421347,-0.170737088,-0.620298922,0.203848928,-0.272276372,-0.454101115,0.257159084,0.767351568,0.178047612,0.360630959,0.429508239,0.087411612,4.94636E+17,k sumpah the train smells like smelly pussy believe me i know the smell really well siape tak cuci pepek pagi2 bute ni ,,"East Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.94636E+17,haiyo the smell is strong in this one china girl cebok please ,,"East Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.94637E+17,ok other people notice the smell too ,,"Central Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.94692E+17,i smell bullshit,,"East Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.94694E+17, haiyah iklan lama banget lu angkat kan banyak lgcc sekarang i smell something fishy haha,,"Central Region, Singapore",
hair,-1.328445196,-1.77639091,0.363778591,0.051805079,0.060898174,-0.376272917,1.542282224,-0.001308413,-0.144621983,0.838688135,-0.694251716,0.015905889,-4.887721539,0.983216345,-0.85386306,-0.125093043,-0.024983121,-1.01351881,-0.611171424,-0.795570314,-0.858594298,0.137501925,0.617980242,0.486750692,-0.159301728,0.991547823,-0.613455296,1.284241319,-0.129687443,-0.358207285,-0.988275886,0.545040667,-0.235888124,-1.471545577,-0.245963559,0.081494719,-0.249764904,0.671412826,0.218739972,0.884120226,-1.295574069,-0.083159491,0.087719187,0.723199189,0.734030724,-1.389384151,0.975551367,0.325030386,-0.300277025,-0.044428281,4.94715E+17,i love the smell of hair salons lol,,"Central Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.94723E+17,ugh someone sitting at the table next to ours was having pepper lunch and uggghhh i smell now ,,"Central Region, Singapore",
shit,0.784153998,0.184749678,-0.165718064,-0.229203418,0.450746059,0.542936683,0.997647166,0.294723064,0.106531411,1.033719778,0.256932348,0.702539444,-6.055430412,-0.424916565,-0.151301667,-0.410615593,-0.199331686,-0.678394556,-1.00693047,0.014828815,-0.435519993,0.504248083,0.545526922,0.646593034,0.27852416,0.048893157,0.077583522,-0.054940198,-1.166048527,-0.525598049,-1.149534225,0.73392725,-0.260693192,-0.183014423,-0.476977229,0.467787415,-0.596588135,-0.132410124,0.207644448,0.173862308,-0.763313293,0.248334959,0.233652249,-0.546293259,-0.299701959,-0.18200694,1.054004669,0.580851972,-0.146691263,0.932187676,4.94781E+17,train with shit smell,,"West Region, Singapore",
sweat,-1.225092053,-0.871592522,0.376108468,0.171558857,0.266988188,0.856907725,1.162603617,0.20808363,0.236258194,0.680833459,0.030313043,0.624081492,-2.932407379,0.555022418,-0.45966205,0.561024964,-0.304626137,-0.515862405,-0.702052891,-0.796287298,-0.773717284,0.277660191,0.783981144,0.353206128,0.80313158,0.847595036,0.241575673,1.110402584,-0.842859209,-0.02383865,0.056846943,0.547503293,-0.169184133,0.432343781,0.117237099,-0.259752214,-1.100776076,0.092716232,0.55674386,1.226982236,0.027728178,-0.472752154,-0.809462428,-0.220310137,0.23531723,-0.234455675,0.874348402,0.816321194,0.496930093,-0.156144708,4.94798E+17,the smell of sweat is revolting,,"North-East Region, Singapore",
raw,0.066331275,-0.098394439,0.661941409,-0.73336488,0.620466292,0.433943629,0.524299622,0.466189981,0.034019776,0.289723426,-0.321662575,-0.381766587,-3.029806376,-0.035641424,0.259474516,-0.29021132,0.716493309,-0.298143059,0.665899098,0.446310431,-1.371454477,0.278476983,0.660607815,-0.225010425,-0.33996883,0.487160414,-0.058178645,0.269875646,-0.70551455,-0.492769361,0.386527896,-0.049680784,-1.961032867,0.005304808,0.13213639,-0.37571618,0.004371389,-0.514088035,-0.089356162,0.704791069,-0.38898471,-0.79400593,0.770780444,0.205550477,0.375702083,0.386671573,0.51661396,-0.380244702,-0.304947257,0.644032717,4.94826E+17,  raw smell ,,"North-East Region, Singapore",
him,-0.391759992,0.670620024,0.689140022,0.124190003,-0.517459989,-0.326370001,0.31013,0.846939981,-0.538699985,0.363979995,0.252209991,0.113750003,-5.729800224,-0.918139994,-0.457349986,0.275090009,-0.0021675,-1.008200049,-0.69174999,-0.775590003,0.220950007,0.39557001,0.363480002,0.306849986,0.0015201,0.648639977,0.901859999,0.023212001,0.262389988,-0.0061311,-0.445169985,0.527019978,-0.321520001,-0.084167004,0.449239999,0.554170012,0.210480005,0.0049183,-0.273490012,-0.400579989,-0.154750004,0.193189994,0.724300027,-0.065725997,0.425089985,-0.083949998,0.219520003,-0.201480001,0.619490027,0.129810005,4.94835E+17,ranger eating together with cuddy aided by harmony essential oil blend and letting him smell their http instagram comprheyawirny,,"Central Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.94857E+17, i understand they smell hot on others warm and masculine,,"Central Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.94865E+17,so nice lah the smell,,"West Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.94869E+17,when you know somebody is lying and you be like i smell lies ,,"North-East Region, Singapore",
burning,-1.045722723,-0.659328341,0.28207612,-0.470398813,0.188200444,0.819970667,0.389851481,0.161802471,0.318682939,-0.562083662,0.176591486,-0.362382323,-3.848027706,0.120466672,-0.641484976,-0.281135648,0.505775452,-0.088093758,0.533462644,-0.409823149,-0.759115398,0.181829125,-0.377568007,-0.003619934,0.125089779,0.655951679,-0.912248969,1.078290701,0.06136696,0.889355958,-0.734182954,0.343646586,0.072632186,0.691299498,-0.04290643,-0.263023853,-0.910744727,0.127787486,0.544547617,0.474964768,0.365805298,0.065834001,-0.757558346,-0.16805765,0.283617079,0.171697378,0.518512785,0.861461461,0.275650471,0.565040827,4.94885E+17,u dont like the smell of the burning incensed paper keep quiet  respect u dnt like the noise by malay wedding keep quiet  respect ,,"East Region, Singapore",
tat,-0.866109967,0.150743365,-0.139656126,-0.186779201,0.64869839,-0.381629199,-0.014676996,0.263835102,0.261110663,0.966343462,-0.825927436,0.188926011,-2.239758968,0.208275169,-0.705975473,0.270588011,0.707831979,-0.430919588,-0.578000844,-0.600017369,-0.36539492,1.13783896,0.402869701,0.335891664,0.088967003,0.487438828,-0.405432671,0.07080806,-0.420198143,0.114571035,-0.116194144,0.227145702,0.348827243,-0.887527168,0.105215296,-0.042008735,-0.248330697,-0.275478363,-0.00760211,0.128026828,-0.349713087,-0.052527025,0.54081887,0.38577652,0.223962367,-0.456064731,1.174307704,-0.61413008,0.566739202,0.212433755,4.94982E+17,wads tat smell omg  smelly sia,,"Central Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.94987E+17,overwhelming smell of pure seduction walao girls u dont have to spam,,"North Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.94988E+17, just from the smell i knew that the malay kueh stall at the interchange is back in business ,,"East Region, Singapore",
poop,0.004714401,0.208778948,0.071662471,-0.094802685,0.236136064,-0.51981771,0.717569113,-0.320325047,0.117076024,0.54565084,0.339656413,0.267451912,-2.897970915,-0.092220671,-0.514593482,0.772902548,0.278243959,-1.01610589,0.007018223,-0.245646864,-0.418591291,0.519615889,0.374499232,0.501372159,-0.162547156,0.762174785,-0.547876,0.421841294,0.165139601,0.206026018,-0.333803803,0.652716577,0.540173948,-0.632888973,-0.908177137,0.210123226,0.014022283,-0.314326197,0.335245371,0.746827424,0.223206788,-0.595040858,-1.342183232,-0.080255635,0.860479414,0.832720518,0.475448519,0.629266977,-0.263526917,0.841693699,4.94998E+17,no chicken poop smell doors all opened best morning at work ever http 4sq com1roswqy,,"West Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95008E+17,29 more days omg i can smell it,,"North-East Region, Singapore",
breakfast,0.203276962,0.241917595,0.140691936,-0.668524921,0.809237063,0.575682342,0.443377107,-0.077715479,0.240227655,-0.154581517,-1.347949743,-0.815632999,-3.548348904,0.367215872,0.091772884,0.799494326,0.642809093,-1.136659622,-0.870982409,-0.232786015,-0.961050451,-0.249609619,-0.611903191,-0.174307927,0.799180865,0.776914477,0.48840484,-0.706552148,0.647925019,-0.925406456,-0.10010533,0.613992929,-1.020952225,-0.008872426,-0.890054226,-0.079046048,0.507547021,-0.236478806,1.109038353,1.404373646,-0.812032342,-0.125561848,-0.283622503,-0.74203068,1.675003529,0.400970668,0.39819783,-0.540799499,-0.153305322,0.417980105,4.95013E+17,the breakfast smell sooooooo good  the line in singapore http 4sq com1qosvkw,,"Central Region, Singapore",
literally,0.341216236,0.435953915,1.042690754,-0.72201699,-0.289029688,0.158731014,1.380523205,-0.411848545,-0.130698994,0.05568298,0.532054484,-0.453481704,-5.146261692,-0.360659897,-0.268129647,0.616676092,0.208114862,-0.049780533,-0.454178244,-0.366217226,0.640899539,0.149552077,0.185418844,0.490674317,-0.13460584,1.032289386,-1.175994396,-0.028930392,-0.039646965,0.181349501,-0.894348621,0.319781512,-0.090290494,-0.10271138,-0.701499522,-0.035017814,-0.200531885,-0.414394349,0.596099675,0.381663978,0.35161677,0.097413331,-0.701834142,-0.02185856,0.280422151,-0.663559318,1.008449078,0.300249308,-0.928240359,0.014906907,4.95017E+17,i can literally smell the soil of from my house in singapore thats how soon i be flying off,,"North-East Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95081E+17,i smell like cake,,"Central Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95092E+17,i can smell your waffle ,,"Central Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95097E+17,i smell cheese,,"West Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95166E+17,i can smell durian on the mrt someone is breaking the law ,,"Central Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95173E+17,no one sitting beside me coz i smell like shittt hahahaha,,"Central Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95428E+17,i love perfumes i gotta smell beths perfume,,"Central Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95436E+17,the smell of food,,"North Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95473E+17, i smell like baby okay haha ,,"West Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95475E+17,im so awesome that i smell like flowers rn,,"East Region, Singapore",
familiar,-0.373835862,0.889247239,-0.467877179,0.345953107,1.322516561,0.471534312,0.163247794,-0.243089363,-0.061874196,0.021902602,-0.291012228,-0.310850233,-2.372178078,-0.013162727,0.42067489,0.687100768,0.28477779,-0.35296312,-0.104556285,-0.643973708,-0.095612966,0.075205475,-0.68859446,-0.228525817,-0.686103165,-1.174513936,-0.440148503,-0.093625486,-0.014175879,-0.864194095,-0.3621068,-0.379006803,0.39656657,-0.815346718,-0.305612445,0.22984454,-0.66787684,0.246522292,-0.604407132,0.320420921,-0.740654945,0.105165526,1.284300566,-0.227567628,0.096497372,0.81023103,0.671059489,0.541878939,-0.870349884,-0.505145013,4.95488E+17,sigh jurong the familiar smell of cocoa ,,"West Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95498E+17,yay i bathed i smell great now hahaha,,"Central Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95501E+17,i freaking smell like soya sauce now ,,"Central Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95514E+17,lots of ppl using the same perfume go anywhere can smell the same,,"Central Region, Singapore",
fon,-0.402493745,0.599994481,-0.533079803,-0.244003758,-1.158732533,0.591349483,0.309228808,-0.707019508,1.130821347,1.279927611,-0.548268437,0.021881554,-1.024531484,-0.221110597,0.03534257,0.052067921,0.988642216,-0.728549302,-0.87167871,0.501698732,-0.987932742,-0.031534821,0.406028301,-0.343266904,-1.48113966,-1.355354309,-0.253214777,-0.765823305,-0.914398968,0.698895216,-0.030820124,0.053369731,0.099833481,-0.767353654,-0.096859597,-0.831286728,0.019813593,-0.61707449,0.107669331,-0.491477102,-0.444385797,0.2159044,-0.147266209,-0.456437379,-0.005299414,-0.615699053,-0.240469217,-1.096574426,1.496286154,-0.544446647,4.95563E+17,fon smells my blanket and ask what scent is this then i smell and im like detergent for washing machine she rejects my perfumes btw,,"West Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95582E+17, im sure poor people have a sense of smell also ,,"North Region, Singapore",
perfume,-1.980726242,-0.957054853,0.438968092,0.712867677,-0.275345623,0.311483085,1.385018468,-0.332713634,0.358298361,-0.734005272,-0.366181046,0.10106194,-3.037876844,-0.115836546,-0.175812915,0.710842967,0.522508621,-0.289849937,0.15309009,-0.040574037,-0.008744456,0.085926384,0.62638098,-0.282757014,0.352105677,-1.34618187,0.738510251,0.826278269,0.592815638,-0.012448275,-0.487188786,0.476591945,-0.315353841,-0.431744188,0.089310668,-0.950046122,-0.547883987,-0.442516178,-0.733098209,0.474037528,-1.218125582,-0.747834265,-1.805211544,-0.554864168,-0.075841278,-0.096500322,0.816625953,-0.126689553,-0.974949181,-0.4296121,4.95592E+17,cous perfume smell so good,,"West Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95608E+17, guys who smell good are the reason i struggle to survive,,"Central Region, Singapore",
coffee,-0.086741611,-0.476502895,-0.026239203,-0.134721905,0.193738952,0.450403661,0.613651097,-1.139238715,0.237771958,-0.248722449,-0.640056968,-0.365855873,-4.70764637,-0.160714626,0.213854507,0.447438389,1.068370581,-0.84250015,0.15467155,-0.042197432,-0.875746369,-0.365383595,-0.058225073,-0.491624594,1.004520655,0.877911925,0.010069402,0.023093645,0.937280536,-0.571750641,0.092947371,0.160290644,-1.190690398,0.082002126,0.11478094,-0.299444526,0.120506689,0.540990055,1.089323521,2.093777657,-1.075091362,0.180314615,-0.959714592,-0.401135057,1.23597002,0.687227368,0.208974168,0.083603524,-0.91131264,0.318753123,4.95617E+17,wearing my hoodie to sleep even tho it still has the coffee smell on it,,"East Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95621E+17,hands gonna smell for the next few days  ah hung d24 sultan durian in singapore https www swarmapp comeugeneyapcheckin53dd1ee3498ea3bb5e500a58 s qljejlbb3kdumhkpr4o0tzttq8ref tw pic twitter comh5c5kikohp,,"Central Region, Singapore",
durians,-0.065356925,0.516961515,0.575075805,0.328803778,-0.427217484,-0.074061811,-0.521049142,-0.32189244,0.345827937,-0.605941653,-0.333791107,-1.000525832,-0.521313727,0.501289606,-0.307474405,0.240126252,0.147495911,-1.365860701,0.072231784,0.362082154,-0.263959646,-0.337629408,0.145050585,0.304367989,-0.333684683,0.915498495,0.110494934,0.185801223,0.198525324,-0.847685814,0.703726947,0.377842426,0.67783457,0.027665896,-1.378371716,-0.661528349,-0.547398865,-0.477569014,0.061517145,0.884087324,1.405133367,-0.37179637,-1.333002687,-0.834097028,-0.059566326,0.579495192,0.002407267,-0.275517672,0.796814203,0.964763761,4.95774E+17,asked ahma why got durians smells she was like u can smell ah ,,"North Region, Singapore",
me,0.136409998,0.324840009,-0.360680014,0.446200013,-0.43178001,0.21142,-0.168080002,-0.084027998,0.059976,-1.479799986,0.012574,-0.451999992,-5.022999763,-1.529600024,-1.249500036,0.772960007,-0.49169001,-0.044434998,-0.826520026,-0.11552,0.930010021,0.535790026,0.680790007,1.328099966,-0.219530001,-2.882999897,0.444629997,-0.380789995,-0.583570004,-0.457289994,-0.564649999,0.388559997,0.176840007,-0.053502001,-0.667760015,-0.050351001,0.110650003,-0.231800005,-0.500079989,0.533959985,-1.728800058,0.154119998,-0.185949996,-0.195470005,0.0033457,-0.320780009,0.809149981,0.982360005,0.220939994,-0.121550001,4.95784E+17,asdfghjkl suffocating bc the guy next to me smells so strongly of cigarettes how much does one have to smoke to smell like that gosh,,"East Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95813E+17,this is torture to smell durian ok i be anak data duduk dalam bilik je ok bye ,,"Central Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95827E+17,"do you smell cigarettes cause im smoking hot ",,"West Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95847E+17,these people really smell bad,,"East Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9587E+17,can you smell the rejection ,,"West Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9587E+17,im sure someone out there likes the smell of cumin  i have such wonderful friends,,"Central Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95901E+17, fuck you really tummy upset you want come smell ,,"West Region, Singapore",
run,0.130332589,-0.041620739,0.007416578,-1.040832043,0.126593858,0.544960439,0.825939298,0.451393217,-0.122261629,0.011026012,0.117596261,0.516333044,-4.264350891,0.190311179,0.193040922,0.145117491,-0.355752707,-0.420511007,-0.521755278,-0.420243859,-0.055332139,-0.128362298,0.318715453,0.039272428,0.203384623,0.041795086,-0.225306779,0.177690595,-0.045886878,0.394509107,0.331735849,0.127594128,0.065484926,-0.056657676,0.438658863,0.633614123,0.262254775,-0.287577182,-0.022172254,0.118704185,-0.529544175,0.449764788,-0.089565136,-0.235681564,0.839747131,-0.154984444,-0.047283016,0.363090664,0.364472181,1.115636945,4.95929E+17,havent bathe from just now run smell me  ,,"North-East Region, Singapore",
run,0.130332589,-0.041620739,0.007416578,-1.040832043,0.126593858,0.544960439,0.825939298,0.451393217,-0.122261629,0.011026012,0.117596261,0.516333044,-4.264350891,0.190311179,0.193040922,0.145117491,-0.355752707,-0.420511007,-0.521755278,-0.420243859,-0.055332139,-0.128362298,0.318715453,0.039272428,0.203384623,0.041795086,-0.225306779,0.177690595,-0.045886878,0.394509107,0.331735849,0.127594128,0.065484926,-0.056657676,0.438658863,0.633614123,0.262254775,-0.287577182,-0.022172254,0.118704185,-0.529544175,0.449764788,-0.089565136,-0.235681564,0.839747131,-0.154984444,-0.047283016,0.363090664,0.364472181,1.115636945,4.95929E+17,"  havent bathe from just now run smell me   the ketiak  ill bottle this smell for you tmr",,"North-East Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95938E+17,every time i come home after spending the day in starbucks everyone goes like dude you smell like coffee,,"Central Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95951E+17,smell so good  with iza angga and at vivocity pic  https path comp22pyyn,vivocity,"Central Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95961E+17,another week of workout ahead can smell the sweat already ,,"North Region, Singapore",
perfect,-0.240275085,-0.65236485,0.47066313,0.677106202,-0.069614999,0.20041585,1.807622433,-0.233403698,-0.801417947,0.488754988,0.015562503,0.273963094,-4.159996033,-0.23702763,-0.176491648,0.56543231,0.614167154,0.234137863,-0.734501481,0.347631961,0.45338431,0.085373968,-0.375903368,0.768939614,0.399820685,0.566238105,-0.214651763,0.110295407,0.384055167,-0.702388525,-0.332877219,0.128678888,0.141285598,-0.714887083,0.451690882,-0.56776005,0.248560101,-0.426085711,0.164490744,0.404299557,-1.472261786,-0.651587307,0.285858005,-0.082387045,0.33130905,-0.380554944,0.280675232,0.31901288,-0.706105769,-0.470465571,4.95962E+17,what a perfect smell in my room hais,,"West Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.96089E+17,you smell so good ,,"North Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.96094E+17,you smell nice omg,,"North-East Region, Singapore",
incense,-0.868179202,-1.191451669,0.111714572,-0.345664322,1.481701493,1.056362271,0.027274655,-0.796739459,1.307833433,-0.706140876,-1.181345105,0.203464061,-1.137566566,-0.682564437,0.011341816,0.139894128,0.585659444,-0.075592212,0.862146437,0.17184858,-0.576375961,1.269972682,-0.738143384,-0.182787001,0.530311286,0.622131228,-0.338131428,1.574621916,0.263752282,0.478626877,0.449283093,1.491740108,-0.175487131,-0.128066093,-0.332150012,-1.683025122,0.167125329,0.979381382,0.005189174,0.244326696,0.740639448,0.439480424,-1.899003744,-0.635666728,-0.050116435,-0.090963937,-0.018728048,0.180830494,-0.589074492,0.05305697,4.96175E+17,i hate it when i smell so nice  theres burning of incense paper made me smell like incense no offence,,"North Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.96239E+17,can i like fart at the auntie beside me and rob her of her texas chicken mmdapp sia the smell,,"North Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.96243E+17, do i smell profit,,"Central Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.96268E+17,sweet smell of caucasian men running pass me,,"Central Region, Singapore",
masambucuk,0.009522403,-0.005639168,-0.000612766,0.007193466,-0.006918249,0.00527511,-0.006992928,-0.004052584,-0.004424074,0.010795377,-0.005848813,0.008032755,-0.01810555,0.000705312,0.000598004,-0.000760342,-0.006035022,0.003508644,-0.004944105,0.007257946,-0.005793832,-0.006969106,-0.009885385,0.003240928,0.001560293,-0.007659979,0.000465951,0.002419355,0.00398791,0.002517494,0.008741611,0.005982648,0.006096861,0.008086131,-0.002123756,-0.005371122,-0.005727472,0.002366384,-8.30E-05,-0.002971528,-0.010252713,0.006040299,0.009163418,0.000198414,-0.008354415,-0.002400079,0.003492315,0.001138204,-0.003498292,0.009610991,4.96283E+17,my twins are sleeping peacefully nex to me how i cherish this moment just like when they were babies  dat masambucuk smell hehe ,dat masambucuk,"West Region, Singapore",
hair,-1.328445196,-1.77639091,0.363778591,0.051805079,0.060898174,-0.376272917,1.542282224,-0.001308413,-0.144621983,0.838688135,-0.694251716,0.015905889,-4.887721539,0.983216345,-0.85386306,-0.125093043,-0.024983121,-1.01351881,-0.611171424,-0.795570314,-0.858594298,0.137501925,0.617980242,0.486750692,-0.159301728,0.991547823,-0.613455296,1.284241319,-0.129687443,-0.358207285,-0.988275886,0.545040667,-0.235888124,-1.471545577,-0.245963559,0.081494719,-0.249764904,0.671412826,0.218739972,0.884120226,-1.295574069,-0.083159491,0.087719187,0.723199189,0.734030724,-1.389384151,0.975551367,0.325030386,-0.300277025,-0.044428281,4.96331E+17,rt miss that hair smell,,"East Region, Singapore",
rain,-0.901568294,-0.370562047,0.496435493,-0.371073782,-0.871904016,1.197068334,1.295206785,0.037992019,-0.219554305,-0.021817464,0.211331218,-0.262727708,-4.429386139,0.27788654,-0.483149081,0.04892062,0.198523238,0.040483907,-0.411102712,-0.418580234,-0.240937501,-0.728933096,0.444156289,0.395328343,0.761437416,0.14881897,-0.244811803,1.202944875,-0.26229322,0.701292217,-0.275574505,0.50513798,0.678152323,0.325166583,0.226995915,-0.010659162,-1.545620322,0.300170273,0.737096548,1.228078842,-1.161979556,0.148826212,-0.170940608,0.230105132,-0.372237861,0.604406893,-0.154908374,-0.120039448,-0.313086957,1.357121348,4.96425E+17,the wind the smell of rain what is school again ,,"East Region, Singapore",
perfume,-1.980726242,-0.957054853,0.438968092,0.712867677,-0.275345623,0.311483085,1.385018468,-0.332713634,0.358298361,-0.734005272,-0.366181046,0.10106194,-3.037876844,-0.115836546,-0.175812915,0.710842967,0.522508621,-0.289849937,0.15309009,-0.040574037,-0.008744456,0.085926384,0.62638098,-0.282757014,0.352105677,-1.34618187,0.738510251,0.826278269,0.592815638,-0.012448275,-0.487188786,0.476591945,-0.315353841,-0.431744188,0.089310668,-0.950046122,-0.547883987,-0.442516178,-0.733098209,0.474037528,-1.218125582,-0.747834265,-1.805211544,-0.554864168,-0.075841278,-0.096500322,0.816625953,-0.126689553,-0.974949181,-0.4296121,4.96489E+17,seriously the perfume smell until my superior say why smell so nice,,"West Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.96562E+17,i smell fries  ,,"Central Region, Singapore",
