index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,id,processed_tweets,LOC,place,loc_pretrained
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45354E+17,last paper today can smell freedom already,,"North-East Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45373E+17,i smell a tj chapter being erected soon ,,"Central Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45375E+17, you smell funny see you tomorrow cupcake ,,"Central Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45452E+17, smell so nice back then now i really bth the smell i cant even finish the small bottle hahaha,,"Central Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45461E+17,i smell freedomm,,"Central Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45476E+17,do you smell that its the smell of freedom  ,,"Central Region, Singapore",
otah,-0.291828334,-0.424690068,-0.271793425,-0.568804085,-0.565740049,0.291961014,-1.755634427,0.470945895,-0.327063173,-1.409859896,0.001101477,0.773100138,0.125047743,1.048541188,0.601798296,0.181613728,0.689428568,0.323430717,1.073493123,0.651324809,0.418616056,1.665696621,0.163854867,1.140697122,-0.987680972,1.244249344,1.029241562,0.215832859,-0.604218125,-0.16632016,0.271699309,0.805187643,-0.046049617,-0.252017081,-1.023494124,0.38568002,0.503586829,-0.180265039,-0.111168005,-0.496337235,0.872887731,-0.731000304,-0.634639621,0.308179885,0.850275338,-0.128302321,-0.671879113,-0.117734499,0.716408849,0.262890339,5.45483E+17,ppl bbqing otah in the toilet issit why got strong otah smell ,,"Central Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45494E+17,guys who smell nice ,,"Central Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45515E+17,im sitting a seat away from a drunk guy in the bus really drunk that he is lying flat on the two sitter chair the smell of rum tho ,,"Central Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45586E+17,gonna smell fresh air tomorow ,,"West Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45768E+17,man the smell on this train awful commuters did not showers before going out this morning ,,"East Region, Singapore",
cebok,-0.141904607,0.629491925,-0.348744065,-1.124591112,-0.356172621,-1.100898385,0.094868585,-0.369062722,1.039137125,1.246098638,1.352948666,0.479542077,0.378450632,0.003928315,-0.091653585,0.334643573,-0.337693989,-1.271987081,-0.244559392,-0.032886889,-0.389971763,0.323166937,-0.338621646,-0.493396819,0.072679505,0.001651544,-0.265767813,1.034610271,-0.330951691,0.903220713,0.842677772,1.406034589,-0.190790802,-0.624076426,-1.173086405,-0.998262823,-0.065530032,1.228816032,0.67781651,0.30819881,0.136356518,-1.332242012,-0.617632508,-0.627376676,0.54580462,0.384638429,-1.965672374,0.294433326,0.136546016,-0.949361026,5.45785E+17, njh she really never cebok smell like lj when she terkencet,,"East Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45791E+17,what are you even thinking boy theres baby at home and there you are spraying now the whole house can smell ,,"North Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45821E+17,if only i can describe how divine this plate of smell and taste nommms  http instagram compwxwcb3hltm,,"Central Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45821E+17,i am trying to lose weight but the fried chicken are so tempting so crispy and the smell oh my ,,"Central Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45831E+17,  why should i smell your hands you use your hands to cebok why must i smell ,,"North-East Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45831E+17,  your own taik you smell wangi laaah,,"North-East Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45836E+17, without me i know without those handcuffs you smell freedom,,"North-East Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45899E+17,serious i can smell mcspicy ,,"West Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45931E+17, u smell minghui,bukit batok,"Central Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45931E+17,"smell fresh after gym done for today  bukit batok hometeamns clubhouse http instagram compwyivzvcvv6",,"West Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45999E+17,wah the smell damnnnn jialat,,"East Region, Singapore",
christmas,-0.147394761,-0.415531635,0.311071724,0.379496753,0.018985828,-0.518305779,1.741801977,-0.038028978,0.267616779,-0.84776032,-0.241724119,0.030753706,-4.560059547,0.903617322,-0.954390168,1.01343894,-0.480087668,-0.04988502,-0.853587508,1.130819559,-0.72497046,-0.190681681,-0.521542847,0.123279206,0.322015345,0.813350439,-0.343556911,-0.398705631,1.222464204,-0.914095223,-0.100650303,0.463138074,-0.101753041,0.349212795,0.167079002,-0.049813095,-0.097819328,0.141262367,0.071979702,0.537877917,-0.915839195,-0.36882481,-0.150734678,0.249879986,0.77623713,1.057131171,0.301918566,-0.937153518,-0.640237272,0.735999525,5.46007E+17,love the smell of christmas trees in the hotel no real trees in sight though ,,"Central Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4611E+17,back to his sbg morning run enjoying the cool fresh morning smell of the foliage reminiscing his http instagram compwzzwlkawkf,,"Central Region, Singapore",
freshly,-0.431024164,-0.836032033,0.651672304,0.322039425,0.368234158,0.120408691,-0.461718261,-0.687398911,-0.627530038,-0.547815084,-0.982335687,-0.335954309,-1.66266489,0.349353045,-0.404175639,0.059783205,0.235802829,-0.460815579,-0.379965633,-0.283643961,-1.066164374,-0.309597641,-0.878631532,-1.113641858,-0.134771883,1.440522432,-1.506498933,0.848456323,0.081408307,-0.069004372,-0.349404693,1.592836857,-0.804399431,-0.323177606,-0.033820011,-0.430377007,-0.16741845,0.308515668,0.03102947,1.630946517,0.93901068,0.099247366,-0.271226108,-0.203916505,1.020264864,-0.752999783,1.21991837,0.36500302,-0.526457071,0.334459245,5.46114E+17,the smell of a freshly cut grass and a lizard i just finished running 12 35 km in 1h 45m 19s with http bit ly1wv6gyu,,"Central Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.46231E+17,having a headache with this smell i cant afford to have a headache now ,,"Central Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.46248E+17,just ended work after bathing 10 over puppies i think i smell like one now  pic twitter comf38g60rv26,,"East Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.46271E+17,i smell food hungryyy,,"North-East Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.46301E+17,the smell of christmas   the merlion in singapore https www swarmapp comc20ccblyjuma,,Singapore,
jacket,-1.02936554,-1.982636571,0.600781262,-0.208479136,-0.715847135,-0.599180102,1.129687667,0.501241922,0.964561045,0.125207394,0.157172158,0.887132466,-2.699507475,0.464867681,-0.218040362,0.744831681,-0.581093669,-0.485493004,-0.148279771,-0.007183975,-0.766920149,0.038805552,0.970223308,-0.532181382,-0.429228902,0.542044997,0.004526465,-0.247813284,-0.058459941,-0.768790841,-0.110183179,0.837549031,0.319453031,-1.327395439,1.182606101,-1.122584343,-0.961288095,0.349557966,0.501600683,0.281979024,-0.504991174,-0.060223263,0.07576517,0.081461392,0.331532001,0.218951851,0.981951118,-0.142444596,-0.310614794,-0.00585189,5.46318E+17,the smell of her jacket   pic twitter comlf5mqwcydm,,"North Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.46324E+17,xhopelessx is ok smell my fart 33,,"West Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.46508E+17,the perfume i brought from korea just smell like you,,"East Region, Singapore",
oil,-0.673069417,-0.634550631,0.026488384,-0.55175209,0.509284258,0.559854627,-0.796907425,-0.964696169,1.307174087,-0.787962973,-0.53284359,-0.619895816,-3.870199203,0.335328877,1.408896804,-0.10294909,0.544935167,0.041627683,1.141419411,-0.618086398,-1.000080943,-0.334268928,0.459915668,-0.048238657,0.361347705,0.921453714,-0.580594122,1.433052897,0.475302577,-0.02666777,-0.000464154,0.826467991,-0.744888127,0.151099116,0.792169154,-0.485765934,0.174287811,1.630872369,0.440465778,0.213587314,-0.764244914,-0.613156676,-0.558836281,-0.318971157,0.284016818,-0.645895779,-0.370024681,0.536719739,0.094373442,0.754482806,5.46531E+17,oil smell ,,"Central Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.46563E+17,i smell rain ,,"North Region, Singapore",
me,0.136409998,0.324840009,-0.360680014,0.446200013,-0.43178001,0.21142,-0.168080002,-0.084027998,0.059976,-1.479799986,0.012574,-0.451999992,-5.022999763,-1.529600024,-1.249500036,0.772960007,-0.49169001,-0.044434998,-0.826520026,-0.11552,0.930010021,0.535790026,0.680790007,1.328099966,-0.219530001,-2.882999897,0.444629997,-0.380789995,-0.583570004,-0.457289994,-0.564649999,0.388559997,0.176840007,-0.053502001,-0.667760015,-0.050351001,0.110650003,-0.231800005,-0.500079989,0.533959985,-1.728800058,0.154119998,-0.185949996,-0.195470005,0.0033457,-0.320780009,0.809149981,0.982360005,0.220939994,-0.121550001,5.46569E+17, me smell like me,,"North Region, Singapore",
food,0.5168432,0.241107434,-0.450777501,-0.433033288,0.648717105,0.297074348,0.355961382,-0.593838751,0.653665781,-0.182876185,-0.826469243,-0.841360867,-5.404501915,0.371147096,0.221065477,0.621367931,0.451291054,-1.317940474,-0.112960182,-0.281270325,-0.824136853,-0.517576277,-0.08931385,0.65653348,0.392629385,1.02564311,-0.031084882,0.093363658,0.750083387,-1.376836181,-0.532538354,-0.177494302,-1.142799973,0.285313994,-0.08607778,-0.557823479,0.099048659,0.261352777,0.559393406,0.401398927,-1.158288121,0.072858438,-0.893166006,-0.755691767,1.198626876,0.660855114,1.070929289,0.210741714,-0.679512978,0.728963912,5.4663E+17,ahhhhhh the smell of food is driving me crazyyyyyyyy,,"Central Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.46634E+17,omg i smell maggie mee in the train,,"West Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.46703E+17, dinni ayeeeee i smell mad,,"East Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.46823E+17,kicking off the christmas week with the smell of joy hohoho   http instagram compw44grsv at,,"North-East Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.46842E+17,issit tangyuan day cuz i smell tangyuan ,,"North-East Region, Singapore",
pee,-0.696211636,0.679065704,0.532443881,-0.218382046,-0.498627424,0.14253965,0.531557441,0.138830185,0.058913197,0.686587811,-0.240426198,-0.072117463,-2.90579772,-0.207694396,-0.016693434,0.856575429,0.221668184,-0.861353219,-0.351788849,-0.439797074,-0.057699762,0.100652926,0.451744914,0.92075187,0.119275846,0.020145863,-0.263043284,0.996857464,-0.387195379,0.28685385,-0.088452101,0.882091343,0.664323449,-0.256669462,-0.399590224,0.124177188,0.064387374,-0.042449098,0.477237672,0.607812643,-0.063577257,0.717420399,-0.904374599,0.112114154,0.831702709,0.314306289,0.587600112,0.845114052,0.029814744,0.690204382,5.46926E+17,the bus gt pee smell ,,"West Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.46978E+17,christmas na talaga i can smell the lechon ang sarap sarap ng hamon at may embutido pa kumusta http instagram compw5 lmbwrl1,,"Central Region, Singapore",
beer,0.314176857,-0.374858141,0.33520475,0.304283053,0.3323479,0.536512017,0.652263165,-0.422926098,0.48213467,-0.03260133,-0.241075709,0.178090587,-3.001059532,0.265644848,0.490772009,0.314303845,0.510361731,-0.651084781,-0.329776645,0.044511423,-0.432969421,-0.096848734,0.595261693,-0.000307216,1.51297164,0.812967718,-0.400369018,-0.049596664,0.60832876,-0.825356483,-0.161994696,0.518872261,-1.347639203,0.969507456,0.771341145,-0.031915728,0.464444965,0.436903536,0.205466688,1.035387039,-0.764349282,0.223763093,-0.798861921,-0.080069624,1.374146581,0.513713419,0.115937173,0.300341278,-0.507546484,0.841791332,5.47045E+17,errrr i hate the smell of a beer but i loves the smell of a red bull ,,"West Region, Singapore",
baked,0.193050832,-0.49592182,0.924118876,0.143547431,0.392253727,0.321868032,-0.940713823,-0.56545651,0.03026378,-0.507348776,-1.157301188,-0.060040269,-2.622701645,-0.33227855,-0.18799077,-0.058200076,0.448920608,-1.396388292,-0.036545027,-0.058219448,-0.982438922,0.011907522,-0.264523834,-0.599825323,0.009896048,1.369792938,-0.780405879,0.106964625,0.461801529,-1.395725369,0.026290407,1.472653985,-1.51658082,-0.135522619,-0.890890598,0.006660616,0.499551892,-0.505228758,0.82910794,1.233428001,0.243313834,-0.574617684,0.429739475,-0.844254792,1.524568319,0.469902545,0.947470784,-0.306921303,-0.590617478,0.644106388,5.47308E+17,the smell of freshly baked cookies ,,"East Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.47386E+17,now i smell like nutella ,,"North-East Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.47425E+17,manja is the kind which would come to me even when hes already asleep as if he could smell me entering the house ,,"West Region, Singapore",
cologne,-1.568897247,-0.496642023,0.199098378,0.037676379,-0.50952363,0.227667436,0.859547198,-0.228635147,-0.025613355,0.081334606,-0.189260826,0.382638723,-2.131426811,0.565029204,0.726398051,0.952286541,0.358754724,-0.730217814,0.122898012,-0.224216729,0.112375766,-0.777356446,0.737879276,-0.452334613,1.068974137,1.297272921,1.585916638,1.407111168,-0.361445546,-0.53669399,-0.03630545,0.642245412,0.34039259,-0.528263986,0.576423645,-0.813252747,-0.76757288,0.794274867,-0.374141812,1.333331585,0.499825269,-0.607679009,-1.58058393,-0.148526996,-0.518517077,-0.132405058,1.401488781,-0.456908286,-0.363803953,-0.294620484,5.47441E+17,wah the cologne smell buat aku pening sial ,,"West Region, Singapore",
cologne,-1.568897247,-0.496642023,0.199098378,0.037676379,-0.50952363,0.227667436,0.859547198,-0.228635147,-0.025613355,0.081334606,-0.189260826,0.382638723,-2.131426811,0.565029204,0.726398051,0.952286541,0.358754724,-0.730217814,0.122898012,-0.224216729,0.112375766,-0.777356446,0.737879276,-0.452334613,1.068974137,1.297272921,1.585916638,1.407111168,-0.361445546,-0.53669399,-0.03630545,0.642245412,0.34039259,-0.528263986,0.576423645,-0.813252747,-0.76757288,0.794274867,-0.374141812,1.333331585,0.499825269,-0.607679009,-1.58058393,-0.148526996,-0.518517077,-0.132405058,1.401488781,-0.456908286,-0.363803953,-0.294620484,5.47441E+17,i myself cannot stand my own cologne smell too fucking strong ,,"West Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.47448E+17,mhmm i smell nice perfume smell everywhere nightss,,"West Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.47449E+17,"this smell reminds me at the australia perth hahahaha winduuu kkk srs bye",,"West Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.47588E+17,its beginning to smell a lot like christmas  sunrise way http instagram compw tzwsiq ,sunrise way,"North-East Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.47619E+17,can you smell  grand hyatt singapore http instagram compw h9iolebk,grand hyatt,"Central Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.47666E+17,spray abit also the smell fucking strong ,,"West Region, Singapore",
baby,-1.011024117,0.032898728,-0.164637059,0.162781298,-1.062070131,-0.057597578,1.068497419,0.863964677,-0.104288787,0.039191023,-0.873931289,0.961049259,-4.526795387,-0.119275667,-0.508548439,0.676138461,-0.599197984,-0.535489678,-0.721111357,-0.21958138,-0.445948541,0.250295848,0.355157226,0.500759661,0.196348846,-0.171165615,-0.067634329,-0.317186981,0.661141098,-0.575600088,-0.877084732,0.361770272,-0.224353373,0.06019666,-0.544756532,-0.250797004,0.177378833,0.264052331,-0.38576597,0.032749008,-1.908235192,-0.833720505,0.051535871,0.479899615,-0.172459498,0.060461301,0.413251251,0.065041304,0.266943932,0.62916398,5.4769E+17, you smell like a baby prostitute ,,"North Region, Singapore",
shampoo,-1.405492067,-1.064909935,-0.194183633,0.304410487,-0.438661754,0.207696557,0.292773902,-1.079033375,0.47185716,-0.184064209,0.114400722,-0.344658583,-2.477561235,0.473126709,-0.335057586,0.367700189,0.614069045,-0.313394815,0.852353096,-0.565107763,-0.964867413,0.740624011,0.082952365,-0.18628107,0.497371346,-0.631914735,0.138846144,0.855713665,-0.263971746,0.265887976,-0.341663748,0.513084412,0.295537502,-1.055050731,-0.242570549,-0.415024608,0.035339057,0.782261968,-0.59067744,0.975021899,-0.796900511,-0.214164525,-1.418877721,-0.557613432,0.341001302,-0.611356735,0.10264349,0.882041514,-0.517904639,-0.396330565,5.47719E+17,shampoo smell ,,"Central Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.47774E+17,i love to smell my pits and spin around singing amazing grace because thats a really cool thing to do ,,"North Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.47793E+17,smell so bad ,,"East Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.47857E+17,now i smell singha beer i wanna puke,,"West Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.47969E+17,i smell india  mitraa inn backpackers hostel in singapore https www swarmapp comchx0syw8qbhh,mitraa inn backpackers hostel,"Central Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.48041E+17, mmmmmm can you smell it ,,"North Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4805E+17,i smell foood ,,"Central Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.48069E+17,love the smell thanks   merry christmas   http instagram compxbut6zke2u,,"North-East Region, Singapore",
me,0.136409998,0.324840009,-0.360680014,0.446200013,-0.43178001,0.21142,-0.168080002,-0.084027998,0.059976,-1.479799986,0.012574,-0.451999992,-5.022999763,-1.529600024,-1.249500036,0.772960007,-0.49169001,-0.044434998,-0.826520026,-0.11552,0.930010021,0.535790026,0.680790007,1.328099966,-0.219530001,-2.882999897,0.444629997,-0.380789995,-0.583570004,-0.457289994,-0.564649999,0.388559997,0.176840007,-0.053502001,-0.667760015,-0.050351001,0.110650003,-0.231800005,-0.500079989,0.533959985,-1.728800058,0.154119998,-0.185949996,-0.195470005,0.0033457,-0.320780009,0.809149981,0.982360005,0.220939994,-0.121550001,5.481E+17,nvr a fan of vs but this makes me smell my fingers so much pic twitter comc6lvrffk71,,"Central Region, Singapore",
room,-0.327402323,0.016518075,0.759532988,-0.053804543,0.137218863,-0.171755403,1.656740069,-0.182149649,-0.110040337,-0.002703462,0.178831175,0.249535099,-5.009642601,-0.061077826,0.093941033,0.25584802,0.144865319,-0.291400075,-0.789980471,-0.420365781,-0.643049538,-0.86872828,-0.263930619,0.359899044,-0.028601106,0.459806681,-0.677838683,-0.112318702,-0.032999676,0.336009234,-0.429931253,-0.014256003,-0.40808785,-0.502000928,-0.209175453,-0.420164734,-0.03287752,0.630337358,0.808931649,0.58942008,-0.537591875,1.569836736,-0.717046976,0.159032375,0.676472664,0.545016646,0.885742009,0.025289079,-0.121237338,0.270694494,5.48125E+17,this little diffusers making my room smell lovely  pic twitter comdizrzdkjfe,,"Central Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.48193E+17,i smell daging ar geng ,,"Central Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.48529E+17,little following me around i must smell delicious   sentosa official http instagram compxeyzxeanq,sentosa official,"Central Region, Singapore",
perfume,-1.980726242,-0.957054853,0.438968092,0.712867677,-0.275345623,0.311483085,1.385018468,-0.332713634,0.358298361,-0.734005272,-0.366181046,0.10106194,-3.037876844,-0.115836546,-0.175812915,0.710842967,0.522508621,-0.289849937,0.15309009,-0.040574037,-0.008744456,0.085926384,0.62638098,-0.282757014,0.352105677,-1.34618187,0.738510251,0.826278269,0.592815638,-0.012448275,-0.487188786,0.476591945,-0.315353841,-0.431744188,0.089310668,-0.950046122,-0.547883987,-0.442516178,-0.733098209,0.474037528,-1.218125582,-0.747834265,-1.805211544,-0.554864168,-0.075841278,-0.096500322,0.816625953,-0.126689553,-0.974949181,-0.4296121,5.48541E+17, wa guys w strong perfume smell rly attracts me hehehe,,"North-East Region, Singapore",
perfume,-1.980726242,-0.957054853,0.438968092,0.712867677,-0.275345623,0.311483085,1.385018468,-0.332713634,0.358298361,-0.734005272,-0.366181046,0.10106194,-3.037876844,-0.115836546,-0.175812915,0.710842967,0.522508621,-0.289849937,0.15309009,-0.040574037,-0.008744456,0.085926384,0.62638098,-0.282757014,0.352105677,-1.34618187,0.738510251,0.826278269,0.592815638,-0.012448275,-0.487188786,0.476591945,-0.315353841,-0.431744188,0.089310668,-0.950046122,-0.547883987,-0.442516178,-0.733098209,0.474037528,-1.218125582,-0.747834265,-1.805211544,-0.554864168,-0.075841278,-0.096500322,0.816625953,-0.126689553,-0.974949181,-0.4296121,5.48553E+17,i smell the smell of ur perfume since jn gdn,,"West Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4874E+17,i can smell some sunday working ,,"Central Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.48982E+17,i miss the smell of cinnamon,,"West Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.48984E+17,im tryna act normal and shit but i can smell the fish from miles away ,,"West Region, Singapore",
poop,0.004714401,0.208778948,0.071662471,-0.094802685,0.236136064,-0.51981771,0.717569113,-0.320325047,0.117076024,0.54565084,0.339656413,0.267451912,-2.897970915,-0.092220671,-0.514593482,0.772902548,0.278243959,-1.01610589,0.007018223,-0.245646864,-0.418591291,0.519615889,0.374499232,0.501372159,-0.162547156,0.762174785,-0.547876,0.421841294,0.165139601,0.206026018,-0.333803803,0.652716577,0.540173948,-0.632888973,-0.908177137,0.210123226,0.014022283,-0.314326197,0.335245371,0.746827424,0.223206788,-0.595040858,-1.342183232,-0.080255635,0.860479414,0.832720518,0.475448519,0.629266977,-0.263526917,0.841693699,5.49027E+17,dont u love it when the smell of your poop just woft around the house and everyones nose just dies ,,"Central Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.49066E+17, no dontz  i smell too ,,"North Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4907E+17,yas finally smtg from lush  ok so they smell heavenly i swear  pic twitter comx32jcxzig8,,"Central Region, Singapore",
fester,-0.683074355,0.193844229,-0.838869154,-0.227118343,-0.751635134,-0.047852214,-1.310793519,-0.641007543,-0.34264192,-0.204847053,0.495965868,-0.124841027,-1.052824616,-0.294449031,-0.058762327,-0.041911993,-0.324740291,0.07872919,0.160598457,-0.237973928,-0.172784328,0.976860225,-0.781045675,-0.29942295,0.285629302,0.820942283,0.709089935,1.274440169,-0.749217153,-0.464889765,1.135241628,0.642550349,0.19144237,0.34690091,-0.782507479,-0.824438989,0.357508391,-0.096880153,-0.031097595,0.483254135,0.992945194,0.332876116,0.232570976,0.258580893,-0.37082091,0.958489239,0.337049156,0.249445617,-0.423585296,-0.029959701,5.4914E+17,"lillies that fester smell far worst than weed did this and love the quote did this just now and i love the quote pic twitter comdvjaohyxyn",,"Central Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.49141E+17,holding a bag of hidden popcorn chicken and hearing someone saying i think i smell fried chicken hahaha,,"North-East Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.49216E+17,1 2 3 smell  pic twitter comyvnl4mmgwt,,"West Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.49255E+17, fuck as long as anime or japanese involve you can smell the territory of chinese sia ,,"East Region, Singapore",
air,-0.892067194,-0.272133082,0.154810503,-0.503222883,-1.322373509,1.685822845,0.513850272,-0.737587154,1.129999638,0.697021067,0.394476026,0.324850798,-4.298171043,0.40733853,0.601775765,0.746414185,0.331700683,-0.783625066,0.035348881,-0.495559603,-1.389999866,-0.579803526,-0.607864738,-0.530436575,-0.390654206,-0.217494205,-0.820444584,0.659249425,0.043339219,0.297759801,-0.736810386,0.339831531,-0.007502245,0.425025046,0.969090044,-0.345064819,-0.385283291,0.320264488,1.144308925,0.444021702,-1.637574673,-0.344493508,-1.23575449,-1.161164641,-0.011637541,0.717619717,-0.824956834,-0.417648822,0.522642255,-0.075671203,5.4943E+17,god why does the outside air smell so bad today,,"Central Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.49446E+17, i smell nothinggggg,,"North-East Region, Singapore",
