index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,id,processed_tweets,LOC,place,loc_pretrained,sentiment_scores
sia,0.038327988,0.086418077,0.515346587,-0.08543834800000001,-0.890660703,0.11389352400000001,0.7343637940000001,-0.34048858299999996,1.181215763,2.585187912,-0.112293355,-0.531560302,-2.6957437989999997,-0.19938159,0.6943508979999999,-0.172196627,0.568073571,-0.079922587,-1.403260827,-0.410582185,0.246464431,0.804074228,-0.20199278,0.906498373,-0.723082185,-0.347762704,0.808782399,-0.7754417659999999,-0.44332388,0.350562334,0.229980648,-0.415689498,-0.17427541300000002,1.2203038929999999,-0.36294767299999997,-0.991145313,0.064179994,0.437390745,-0.105744064,0.027324897999999997,-1.26677227,-0.3271676,-0.677827835,0.39554435,-1.7141628269999998,0.41950264600000003,-0.5869299170000001,1.2525687220000001,-0.531071424,-0.224191755,5.07777e+17,wah she using what perfume sia smell damn nice ,,"North Region, Singapore",,0.0258
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.07892e+17,first thing that happen when i came home my dog starting licking every inch of me cuz i smell like korean bbq,,"Central Region, Singapore",,0.3612
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.07906e+17,yay i smell nice wee,,"North Region, Singapore",,0.7351
oil,-0.673069417,-0.634550631,0.026488384,-0.55175209,0.509284258,0.559854627,-0.796907425,-0.9646961690000001,1.307174087,-0.787962973,-0.53284359,-0.619895816,-3.8701992030000003,0.33532887699999997,1.408896804,-0.10294909,0.544935167,0.041627683,1.141419411,-0.618086398,-1.000080943,-0.334268928,0.45991566799999994,-0.048238657000000004,0.361347705,0.9214537140000001,-0.580594122,1.4330528969999998,0.475302577,-0.02666777,-0.000464154,0.8264679909999999,-0.7448881270000001,0.151099116,0.7921691540000001,-0.485765934,0.17428781100000001,1.630872369,0.440465778,0.21358731399999997,-0.764244914,-0.613156676,-0.558836281,-0.318971157,0.284016818,-0.645895779,-0.370024681,0.536719739,0.09437344199999999,0.754482806,5.07909e+17,indian oil hahahaha cheebai what kind of excuse sia indian oil smell like cigg hahaha,,"West Region, Singapore",,0.7275
cab,-0.7076205609999999,0.148148701,-0.569528162,-0.358549953,-0.721731901,-0.655970454,0.560346365,-0.480881482,0.53529954,-0.572869837,-0.589594483,0.334609538,-2.5289964680000003,-0.693923414,0.857239008,0.324059039,0.098633468,-0.353167742,-0.38574981700000005,0.5969460010000001,-0.54982084,-0.53229326,0.392878532,-0.605389237,0.113377139,-0.093254313,-0.515352726,-0.47249192,-0.048584022000000004,-0.233811513,0.11659798,-0.06482043900000001,0.537600517,-0.095783606,0.436582774,0.647947013,-0.152625591,0.082897633,0.291503817,0.18729585399999998,-0.077138647,1.177873492,-0.335879207,-0.384964705,-0.135699511,0.35747847,-0.020963751,0.150934473,0.23261320600000002,0.558197618,5.07924e+17, if you are not i must be counted as poor  hahaha jk la i dont like the smell of cab and its too costly for me  ,,"Central Region, Singapore",,-0.0284
nice,0.191736028,-0.392814755,0.294582218,0.059248619,0.139919922,0.254809082,1.242211461,-0.235582128,-0.7284683590000001,0.9756264090000001,-0.937335253,0.7255061859999999,-5.480526447000001,-0.125020489,-0.496836305,0.30964937800000003,0.59992522,-0.804277062,-1.290355682,0.033782724,-0.033814624,-0.41255241600000003,-0.33253479,0.36312905,-0.09651950699999999,0.947518587,-0.369400829,0.146604776,0.48229885100000003,-0.7838134170000001,-0.314173162,0.825935066,-0.051175985,-0.508326948,0.62584728,0.66470623,-0.289784104,0.30356216399999997,0.180155575,1.023865581,-1.6263513569999999,-0.388049304,0.633500159,0.7024685740000001,0.666157007,-0.046327535,0.6609249110000001,-0.21894148,-0.062847205,0.034593511,5.08077e+17,there is a nice smell in the air ,,"North Region, Singapore",,0.4215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.08087e+17,i hope my shit doesnt smell like gin,,"Central Region, Singapore",,-0.4234
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0809e+17,another 8 more days to our trip after 5months of waiting holy cow i can smell my pad thai coconut ice cream and thai milk tea ,,"Central Region, Singapore",,0.0
armpit,-0.619946301,-0.615648746,0.5568313,-0.11736451099999999,0.123786449,-0.926228285,0.592250764,0.628840446,-0.305233926,0.633203804,-0.126952961,-1.0233240129999999,-1.374018908,0.48375886700000004,-0.334369779,0.331333369,0.668058693,-1.221202731,0.517081916,-0.901428461,0.014146111000000001,0.539306104,0.683736563,1.005172253,0.12953351400000002,1.526880622,-0.237901405,1.425694466,-0.7314518090000001,0.137726858,-0.535269797,0.579187274,0.662476003,-1.319033504,0.09282848199999999,-0.258228689,-0.595575273,0.524369895,0.36020416,0.484680206,0.652830482,-0.6208915110000001,-1.252493143,0.070711605,0.48639372,0.122805908,1.705255985,0.527831674,0.33233705199999997,0.055133559000000006,5.08143e+17,what a way to start off my day dealing with the armpit smell  pic twitter comwfsh0qhduv,,"North-East Region, Singapore",,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.08148e+17, what smell my fart ah hahahahah i miss you bitch ,,"North-East Region, Singapore",,-0.6597
cmon,1.0150320529999999,-0.005529691999999999,0.23889778600000003,-0.927367926,-0.279145569,-0.432359159,0.6843243240000001,1.029544592,0.587068677,0.56319803,0.363635331,-0.430846214,-2.539000511,-0.236226365,-0.426667452,0.131497234,-0.250893474,-0.20460870899999997,-0.7649495009999999,0.49467063,0.551310778,-0.141428933,0.88731873,0.018768707,-0.324167103,1.039342165,0.727310061,0.098692708,-0.071352154,-0.22829058800000002,-0.045260429000000005,0.584751427,0.665599883,1.117869139,0.26213368800000003,0.43203789,0.6359344720000001,0.012440016000000002,-0.7742958659999999,1.003932476,0.378170967,-0.621685684,0.04403672,0.604426265,-0.812023163,0.111548677,0.267994642,0.392409354,0.617538571,0.559449077,5.08222e+17,smell the cheese  punchsmell the cheese  punchcmon smell it  punch mikey the troll  ,punch,"North-East Region, Singapore",,0.0
mint,-0.323040754,-1.027215481,0.119893871,0.280438244,-0.14991948,0.289738655,-0.101572365,-1.0633181329999999,0.308754802,-0.00038987,-0.730444014,-0.027489429,-2.450952053,-0.32284101800000004,0.289922357,0.224005029,1.533192277,-0.42895880299999994,0.270516425,0.601607919,-0.334076256,-0.278024703,0.122204505,-0.398937225,0.23235324,0.5445752739999999,-0.256753117,0.226586968,0.531249702,-0.40536376799999996,0.467325449,1.192316175,0.6038376089999999,-0.712633014,0.317061573,-0.114800029,-0.166841745,-0.238982439,0.317385584,1.318672657,-0.953811347,-0.5332616570000001,-1.001145363,0.070089586,0.6567809579999999,-0.274255931,0.19951055899999998,-0.566121161,-0.314741999,0.49895519,5.08249e+17,my hair full of apple mint smell,,"Central Region, Singapore",,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.08271e+17, i love to smell my dogs ass ,,"East Region, Singapore",,0.1779
onion,0.225002974,-0.457348734,0.293075621,0.19534632600000001,0.33807650200000006,0.240235358,-0.581668258,-0.021906011,0.23716183,-0.321265399,-0.333673447,-0.712423384,-2.412051916,-0.504692614,-0.033531267000000003,-0.331488758,1.055975318,-0.617758751,1.301439524,-0.345711857,-1.0091292859999998,0.169951424,0.5873739720000001,-0.494756013,0.312981367,0.910577655,-0.29504481,0.5785743,0.155869484,-0.8496354220000001,0.173111677,1.284708858,-0.605698049,-0.9421375390000001,-0.591129065,-0.32917884,-0.1031093,-0.8157457109999999,1.38059473,0.623916149,-0.164577678,-0.714115024,-0.068913773,-0.17567308199999998,1.273905516,0.544861138,1.079752326,-0.8482456209999999,-0.091547146,0.543641388,5.08278e+17,the smell of onion and swamp fills the room,,"Central Region, Singapore",,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.08288e+17,can i just sleep now without showering  will still smell good the next day ,,"North Region, Singapore",,0.4404
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.08291e+17,i dont hate smokers its just that when i see someone smoke or even smell cigarrates remind me of what my mum go through that saddens,,"East Region, Singapore",,0.0253
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.08463e+17,abercrombies most potent store avoiding feature is the odour ive now registered it from a km away disclaimer i dont like the smell,,"Central Region, Singapore",,-0.5823
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.08484e+17,that smell,,"North Region, Singapore",,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.08517e+17,ermm i smell green tea in the bus ,,"North-East Region, Singapore",,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.08573e+17, u smell like shit,,"East Region, Singapore",,-0.2732
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.08608e+17,i smell the desperation through the whatsapp pic twitter com930ykwgtis,,"Central Region, Singapore",,-0.4588
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.08612e+17,smell like poo sia ,,"West Region, Singapore",,0.3612
fishy,-0.644410908,0.211568847,-0.693439543,0.072532587,0.319549888,-0.321537852,-0.200374305,0.7162690159999999,-0.00645076,-0.065325625,-0.609549701,-0.16168391699999998,-1.801060915,-0.38702026,-0.25279778199999997,0.18064867,0.040560596000000004,-1.4358338119999998,0.086560242,0.02021593,-0.36957681200000003,0.181807473,-0.103021629,0.98659718,0.11333663,1.387316227,-0.738796175,0.42067664899999996,-0.000910132,-0.543101072,-0.342467546,0.402264416,0.570005715,-1.145227194,-0.528289378,0.8653841609999999,-1.2982697490000001,-0.21980156,0.770579934,0.6651691789999999,-0.22887812600000002,-1.067484736,0.8094894290000001,-0.23722222399999998,-0.22260227800000001,1.745350599,1.2770529990000001,-0.381647795,-0.183876887,0.831072867,5.08616e+17,rub fish and prawn with to get rid of the fishy smell,,"West Region, Singapore",,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0863e+17,in the where u feel and smell  http instagram compspf9pcxxxu,,"Central Region, Singapore",,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.08632e+17, i smell some trash here ,,"West Region, Singapore",,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.08657e+17,all the smell so nice ,,"Central Region, Singapore",,0.5598
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.08756e+17,you smell like garbage ,,"North Region, Singapore",,0.3612
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.08843e+17,smell ya,,"West Region, Singapore",,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.08856e+17, like u can smell only ,,"North-East Region, Singapore",,0.3612
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.08874e+17, but yes for heavens sake please it must smell nice and not disgusting or ill toss them all hahaha,,"Central Region, Singapore",,0.9784
liquor,-0.6565255520000001,0.015362525,-0.042522673,0.7895777820000001,0.755346179,0.355627984,0.78557229,-0.36648196,0.8077772259999999,0.044552423,-0.363106906,0.1874201,-2.630104303,-0.041550715,0.849601209,0.41814428600000003,0.12539473199999998,-0.420681268,0.27605986600000004,-0.024836944,-0.264101714,-0.35049051,0.7613325120000001,0.061661832,1.256526947,0.801827669,0.653589427,0.07240364,-0.805079103,-0.370619088,0.485648811,0.773571193,-1.278911352,0.628602326,0.039520226,0.258551061,-0.47045457399999996,1.081539869,0.208462223,0.856836677,0.319650561,1.078253508,-1.237668753,-0.9487358929999999,0.57416147,0.285474956,0.9138474459999999,0.34778919799999997,-0.476603389,1.4016567469999999,5.08913e+17,body full of liquor smell,,"Central Region, Singapore",,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.08934e+17, zahirul fking sassy i smell smth,,"North Region, Singapore",,0.0
your,-0.11311999699999999,-0.314119995,-0.198290005,0.922699988,0.211280003,0.06174400099999999,1.6083999869999999,0.012798,-0.292309999,0.074051,-0.16004000599999998,0.13514000199999998,-6.246200085,-0.256419986,-0.9118599890000001,-0.08133900200000001,0.539990008,-0.151150003,0.10114,-0.259110004,-0.329809994,0.181639999,-0.184259996,1.052299976,-0.777580023,0.519919991,0.536949992,0.389039993,0.73973,0.20600000000000002,-0.6977800129999999,-0.37922000899999997,-0.05548499900000001,-0.350690007,0.8238099809999999,0.215440005,0.540979981,0.599780023,-0.168410003,-0.019626999,-0.755930007,-0.073131002,-0.06081,0.052418001,0.853209972,-0.425870001,0.548910022,0.023269,0.683520019,0.239649996,5.08943e+17,ahneh your smell sb power leh,,"West Region, Singapore",,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.08944e+17, really need maintain the smell,,"West Region, Singapore",,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0897e+17,alhamdulillah ive recovered from my running nose and thank god i can start to smell the nature and taste food teehheee ,,"West Region, Singapore",,0.5574
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.08981e+17,julienne get over yourself stop it its pissing me off wake up smell the fuxking grass because theres no roses here,,"East Region, Singapore",,-0.7269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.08998e+17,we know where the wind is blowing money is the stuff we smell and when were rich as croesus wont we see you all in hell ,,"East Region, Singapore",,-0.25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.09005e+17,i almost cursed out loud when i smell it like seriously ,,"North-East Region, Singapore",,0.2023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.09027e+17,rt you smell like memory,,"Central Region, Singapore",,0.3612
your,-0.11311999699999999,-0.314119995,-0.198290005,0.922699988,0.211280003,0.06174400099999999,1.6083999869999999,0.012798,-0.292309999,0.074051,-0.16004000599999998,0.13514000199999998,-6.246200085,-0.256419986,-0.9118599890000001,-0.08133900200000001,0.539990008,-0.151150003,0.10114,-0.259110004,-0.329809994,0.181639999,-0.184259996,1.052299976,-0.777580023,0.519919991,0.536949992,0.389039993,0.73973,0.20600000000000002,-0.6977800129999999,-0.37922000899999997,-0.05548499900000001,-0.350690007,0.8238099809999999,0.215440005,0.540979981,0.599780023,-0.168410003,-0.019626999,-0.755930007,-0.073131002,-0.06081,0.052418001,0.853209972,-0.425870001,0.548910022,0.023269,0.683520019,0.239649996,5.09059e+17,i always hug the pillow that have your smell to sleep ,,"North-East Region, Singapore",,0.4767
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.09068e+17, whr got i smell nice so no bedbugs ,,"East Region, Singapore",,-0.0171
girl,-0.361834615,0.054097730999999996,0.19237163699999998,0.46736878200000004,-0.332449287,-0.190303028,1.7800780530000002,0.716108918,-0.14823339900000002,0.9024383429999999,-1.324575663,0.37493315299999996,-4.855643272,-0.238912344,-0.304198891,0.296664864,-0.621710122,-0.685592055,-0.304474175,-0.096065946,0.345662057,0.0050269170000000005,0.5955316420000001,0.1253708,0.333116829,0.40645700700000004,-0.403819025,-0.249015898,-0.06413409099999999,-0.5910917520000001,-0.746813416,-0.147141516,-0.24612309,-0.47778540799999997,-0.523085296,0.414306045,0.46838697799999995,0.192544624,-0.10715830300000001,-0.471596003,-1.631391883,-0.357638031,-0.009622903,0.7533585429999999,-0.265836656,-0.252872527,0.9150458570000001,0.08946298800000001,-0.198883444,0.367759764,5.09176e+17,hahahahahaha i smell like a girl hahahhaha,,"Central Region, Singapore",,0.3612
pastries,-0.39778283200000003,-1.058236122,0.037168447,0.5107399229999999,0.61073488,0.112163328,-0.38352751700000004,-0.8749473090000001,0.8892310859999999,-1.318054557,-0.830061853,-0.864764333,-1.0152027609999998,0.096020825,-0.331503212,-0.34476122299999995,0.49205052899999996,-0.666013479,0.366066426,-0.561080754,-0.574330986,0.14127980199999998,-0.782343447,0.09100192,-0.120894849,0.8221654890000001,-0.603207767,-0.153164849,0.829565585,-1.635831952,0.046728067000000005,0.542299271,-0.00653913,0.45832464100000003,-0.444148451,-0.543212354,0.40316987,-0.752227008,0.619784415,1.49288702,1.403948784,0.463846117,-0.717519879,-0.900111675,0.5403225420000001,0.501080275,-0.09117312,0.382042676,0.11347311,0.416497797,5.09217e+17,i love how the smell of french pastries permeates in the store the familiarity of the beans from http instagram compstqy81shbv,,"Central Region, Singapore",,0.6369
vera,-0.964501143,-0.583260357,0.21312674899999998,0.023456897999999997,-0.07885002299999999,-0.552801311,-0.6800467370000001,-0.175043344,0.053473074,0.110651456,-0.130569175,-0.056431487,-1.651913285,0.17392063100000002,0.42748451200000004,0.088450439,0.119766198,0.781647086,-0.488901436,0.81209445,0.055859748,-0.34847000200000006,-0.158613935,0.529955566,-0.312897027,-0.9850593809999999,0.8592259879999999,0.149934813,-0.362354457,-0.414657891,0.543843806,0.476911545,0.03486276,-0.211699545,-0.29117655800000003,0.20571526899999998,-0.155672893,1.01550734,-0.301272243,0.35553762299999997,-1.4123129840000002,-0.504362345,-0.245034024,0.756781757,-0.335135758,0.127475157,0.290159613,0.495730102,-0.16684669300000002,-1.024616957,5.09223e+17,didnt know aloe vera smell so bad ,,"Central Region, Singapore",,-0.6696
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.09243e+17,sial ah smell nice sia this pizza,,"North-East Region, Singapore",,0.4215
trains,0.15043546300000002,0.09287791,-1.340683937,-0.8450692890000001,-0.097682424,0.161084145,0.224766687,-0.696914971,0.331341773,-1.1299806829999999,0.683230639,-0.612541199,-2.806996346,-0.28976988800000003,0.218542755,0.08641281699999999,-0.554576814,-0.761273682,-0.53948617,-0.062171526,0.634797096,-0.662401259,-0.14648239300000002,-1.140793681,-0.530038655,0.292425781,-0.6899530290000001,-0.070676856,-0.46761319,-0.25201422,-0.370899528,0.021896254,1.485976815,0.36754322100000003,0.99106282,0.531285346,-0.673490047,0.14521241199999999,0.9515582920000001,0.377014101,0.750134945,1.053474426,-0.6886688470000001,-0.33526253699999997,-0.45547267799999996,0.10885229,-0.37997749399999997,0.462910324,0.33916893600000003,0.46030607799999995,5.09253e+17,thankful for a stop from je to vlementi cause this trains smells like ewwwwvomit smell,,"West Region, Singapore",,0.6124
orchard,-0.6161694529999999,-0.30072394,0.069304153,-1.026952267,-0.11643064800000001,-0.6898892520000001,0.100481264,-1.066548228,-0.266047239,-0.23559501800000002,-0.074333251,-0.6172872779999999,-1.911639094,0.789265633,0.8651568890000001,-0.693369806,0.874184251,-0.48864802700000004,0.836501598,0.104033738,-0.208873317,-1.7052271369999998,-0.7521745559999999,0.048176724000000004,-0.237631992,0.13642770099999998,-0.26338014,0.30744162199999997,0.14180772,-1.050907135,0.8113064170000001,-0.415042222,0.081557125,0.250748545,-1.319162369,0.317405522,-0.167128891,0.71748209,1.681767941,1.303554654,0.462659538,0.429359913,-1.322961569,0.054142090999999996,0.778676867,0.141808331,0.256680727,-0.528064609,0.708770096,1.495644569,5.09262e+17,i like the smell of orchard am i weird,,"Central Region, Singapore",,0.2023
town,-0.077022888,0.134283498,0.006740352,-1.027584791,0.271496505,-0.28660661,0.944860935,0.544170678,0.575209498,-0.23446080100000002,0.064990722,-0.131254748,-4.031195641,0.005887319,0.739068925,-0.597564578,-0.15832422699999998,-0.434884518,-0.654491603,-0.099176228,0.528430045,-1.011159539,-0.541805267,-0.618317604,0.441824734,0.524418473,-0.28176149699999997,-0.45597434,0.05792024,-0.40773612299999995,0.118644826,-0.23592516800000002,0.6399650570000001,0.348624021,0.529512525,0.092965171,-0.109859847,0.404477149,0.531298876,-0.002453135,-0.7766386270000001,0.538898885,-0.38370904299999997,0.35955131100000004,0.054316998,1.164687634,0.47649812700000005,-0.30248728399999997,0.379110843,0.744690657,5.0927e+17,  got this town smell ,,"Central Region, Singapore",,0.0
awesome,0.37005317200000004,0.069655679,0.313735455,-0.647092521,0.18865685199999999,0.578468144,1.634998441,-0.398872286,-0.38314735899999997,0.08653617699999999,-0.588846564,0.704069912,-4.459256648999999,-0.175065219,0.101341464,0.386727393,0.7101260420000001,-0.26128301,-0.710576355,0.809591055,-0.303697407,0.015797827,-0.509192348,0.009060917,-0.3371692,0.776953042,-0.7401542659999999,-0.055009487999999995,0.6776731009999999,-0.802941322,-0.443294257,0.187381417,0.38917052700000004,-0.259449303,0.83649385,-0.082766712,0.576404214,-0.670698881,-0.035086627999999995,0.06855762,-0.96478498,-0.654335618,0.345790476,0.444725424,0.112770505,0.267246038,0.065464824,-0.45343649399999997,-0.754394591,-0.20764184,5.09292e+17, has cooked up the most awesome smelling shepherds pie if only you could smell it ,,"North-East Region, Singapore",,0.659
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.09293e+17,korean bbq is love except the smell on clothes that lingers  daessiksin korean grill bbq buffet http instagram compsthdogq2ui,daessiksin korean,"North-East Region, Singapore",,0.6369
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.09329e+17,one down final one to go on thursday and i smell freedom ,,"East Region, Singapore",,0.6369
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0935e+17, smell ,,"Central Region, Singapore",,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0936e+17,i smell fish,,"East Region, Singapore",,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.09363e+17,i smell lies,,"North Region, Singapore",,-0.4215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.09407e+17,that smell that has been lingering around bedok north area is damn smelly,,"East Region, Singapore",,-0.4019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.09539e+17,do you smell something i smell something i smell a bitch approaching,,"North Region, Singapore",,-0.5859
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.09644e+17,gets into car jeselle you smell of cigarettes,,"Central Region, Singapore",,0.0
proper,0.42390152799999997,0.49028402600000004,0.449712843,-0.184208438,0.30438894,0.244590878,0.83258599,-1.039413452,-0.09952907300000001,0.22471694600000003,-0.400953501,-0.6022065879999999,-3.54291749,-0.54929769,0.137245625,-0.19991768899999998,0.583799481,-0.445197999,-1.0597857240000002,-0.17319066800000002,-0.8751344679999999,0.39160990700000003,0.063326254,0.05857534,-0.628641248,1.017456055,0.035837147,0.253140092,-0.217625856,-0.832521915,0.227395669,0.05886374,0.696466625,-0.31757172899999997,0.57541734,0.659777403,-0.8366823790000001,0.02317303,0.244202077,0.311253607,0.08387017299999999,-0.016379837,0.16234041800000001,0.489040226,0.804133832,0.10708799199999999,0.981315851,0.672200024,-0.31564876399999997,-0.750586092,5.0965e+17,ahhh the smell of a proper mall   orchard road in singapore https www swarmapp compamtan7checkin54102857498e7afde066365f s eclskxtscic3fmmvg0vt7rx5q7yref tw,orchard road,"Central Region, Singapore",,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.09652e+17,hate the smell of smoke gdi,,"East Region, Singapore",,-0.5719
weird,0.740544379,0.020244686,0.04854957,0.30054673600000004,0.063376106,0.058085452999999995,1.631889224,-0.085860431,-0.424948961,0.456046581,-0.294310033,-0.22878471,-4.929810047,-0.51256752,-0.56665051,0.050998802999999995,0.840278089,-1.1615300179999999,-0.36522352700000005,-0.060355883,0.2113913,0.244786143,0.323135942,0.38211098299999996,-0.542294204,0.8849869370000001,-1.1706362959999999,0.210058898,-0.409405887,-0.8987355229999999,-0.5585805770000001,0.25591105199999997,-0.077193543,-1.0200212,-0.47687444100000004,0.216655016,-0.8542258140000001,-0.394274771,0.481229305,0.10207288,-0.45728483799999997,0.16080752,0.280364722,0.33983141200000005,-0.069936462,0.239867792,0.8427905440000001,0.445971519,-1.031469226,0.257365078,5.09685e+17,bugis and somerset stations have this weird smell ,bugis,"Central Region, Singapore",,-0.2204
finally,-0.186683312,0.34487956799999997,0.36279755799999996,-0.947714508,-0.666986227,0.039599545,1.3614567519999998,-0.10690639199999999,0.519168973,-0.09906914800000001,0.011499413,-0.019555893,-4.543214798,0.849797606,-0.349120021,-0.058290842999999995,-0.38905134799999996,0.663297713,-1.008832693,-0.287506551,0.041688967,0.18325009899999997,-0.31373420399999996,0.023835706,-0.225336924,0.958100796,-0.529547513,-0.649836421,0.8281841870000001,-0.051998086,-0.7105479840000001,0.580736816,-0.553911269,-0.28383711,0.13108678199999999,0.522458375,0.025252668,0.056519207,0.080128424,0.885578632,-0.299649626,0.17772890600000002,0.605237722,0.603166103,0.774662673,-0.890012383,-0.10453359,-0.450591147,-0.566538036,0.426442444,5.09717e+17,yeah can finally smell e leather seats and served via givenchy chinaware ,,"East Region, Singapore",,0.296
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.09724e+17,fuck it smoke and die even if i hate the smell,,"East Region, Singapore",,-0.9022
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.09732e+17, liu pinoychio hahahahahah i smell smth fishy sorry just being nosy hahahaha,,"West Region, Singapore",,-0.0772
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.09739e+17,your smell of your hair is still on my bed ,,"Central Region, Singapore",,0.0
liquor,-0.6565255520000001,0.015362525,-0.042522673,0.7895777820000001,0.755346179,0.355627984,0.78557229,-0.36648196,0.8077772259999999,0.044552423,-0.363106906,0.1874201,-2.630104303,-0.041550715,0.849601209,0.41814428600000003,0.12539473199999998,-0.420681268,0.27605986600000004,-0.024836944,-0.264101714,-0.35049051,0.7613325120000001,0.061661832,1.256526947,0.801827669,0.653589427,0.07240364,-0.805079103,-0.370619088,0.485648811,0.773571193,-1.278911352,0.628602326,0.039520226,0.258551061,-0.47045457399999996,1.081539869,0.208462223,0.856836677,0.319650561,1.078253508,-1.237668753,-0.9487358929999999,0.57416147,0.285474956,0.9138474459999999,0.34778919799999997,-0.476603389,1.4016567469999999,5.09815e+17,the liquor smell all over you make me feel more pissed ,,"East Region, Singapore",,-0.6697
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.09869e+17, good luck im sure you smell sexy anyway xx,,"Central Region, Singapore",,0.891
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.09872e+17,hope i dont smell like shit after cleaning my dogs paw as she stepped onto shit ,,"North Region, Singapore",,0.7676
